Freq.	V(n001)-V(n002)	I(D1)
5.39510622515107e+01	(-5.92726430854272e+01dB,-3.65494661288277e-04°)	(-8.00949629205495e+01dB,4.01788062618322e-06°)
5.40754322945560e+01	(-5.92726430854281e+01dB,-3.66337213498717e-04°)	(-8.00949629205495e+01dB,4.02714279760401e-06°)
5.42000890401603e+01	(-5.92726430854290e+01dB,-3.67181707992599e-04°)	(-8.00949629205495e+01dB,4.03642632052500e-06°)
5.43250331492412e+01	(-5.92726430854300e+01dB,-3.68028149247347e-04°)	(-8.00949629205495e+01dB,4.04573124417043e-06°)
5.44502652842400e+01	(-5.92726430854309e+01dB,-3.68876541750711e-04°)	(-8.00949629205495e+01dB,4.05505761787477e-06°)
5.45757861091249e+01	(-5.92726430854318e+01dB,-3.69726890000764e-04°)	(-8.00949629205495e+01dB,4.06440549111343e-06°)
5.47015962893950e+01	(-5.92726430854328e+01dB,-3.70579198505998e-04°)	(-8.00949629205495e+01dB,4.07377491341080e-06°)
5.48276964920832e+01	(-5.92726430854338e+01dB,-3.71433471785244e-04°)	(-8.00949629205495e+01dB,4.08316593445672e-06°)
5.49540873857603e+01	(-5.92726430854346e+01dB,-3.72289714367768e-04°)	(-8.00949629205495e+01dB,4.09257860405737e-06°)
5.50807696405382e+01	(-5.92726430854356e+01dB,-3.73147930793318e-04°)	(-8.00949629205495e+01dB,4.10201297208637e-06°)
5.52077439280735e+01	(-5.92726430854365e+01dB,-3.74008125612044e-04°)	(-8.00949629205495e+01dB,4.11146908858273e-06°)
5.53350109215715e+01	(-5.92726430854373e+01dB,-3.74870303384611e-04°)	(-8.00949629205495e+01dB,4.12094700369572e-06°)
5.54625712957889e+01	(-5.92726430854384e+01dB,-3.75734468682226e-04°)	(-8.00949629205495e+01dB,4.13044676763588e-06°)
5.55904257270382e+01	(-5.92726430854394e+01dB,-3.76600626086586e-04°)	(-8.00949629205495e+01dB,4.13996843079755e-06°)
5.57185748931908e+01	(-5.92726430854404e+01dB,-3.77468780189973e-04°)	(-8.00949629205495e+01dB,4.14951204366083e-06°)
5.58470194736809e+01	(-5.92726430854413e+01dB,-3.78338935595255e-04°)	(-8.00949629205495e+01dB,4.15907765682832e-06°)
5.59757601495088e+01	(-5.92726430854422e+01dB,-3.79211096915910e-04°)	(-8.00949629205495e+01dB,4.16866532101293e-06°)
5.61047976032448e+01	(-5.92726430854432e+01dB,-3.80085268776043e-04°)	(-8.00949629205495e+01dB,4.17827508705008e-06°)
5.62341325190327e+01	(-5.92726430854442e+01dB,-3.80961455810452e-04°)	(-8.00949629205495e+01dB,4.18790700587319e-06°)
5.63637655825932e+01	(-5.92726430854452e+01dB,-3.81839662664567e-04°)	(-8.00949629205495e+01dB,4.19756112857499e-06°)
5.64936974812280e+01	(-5.92726430854461e+01dB,-3.82719893994561e-04°)	(-8.00949629205495e+01dB,4.20723750631559e-06°)
5.66239289038231e+01	(-5.92726430854472e+01dB,-3.83602154467343e-04°)	(-8.00949629205495e+01dB,4.21693619041438e-06°)
5.67544605408524e+01	(-5.92726430854482e+01dB,-3.84486448760550e-04°)	(-8.00949629205495e+01dB,4.22665723229488e-06°)
5.68852930843818e+01	(-5.92726430854492e+01dB,-3.85372781562637e-04°)	(-8.00949629205495e+01dB,4.23640068349092e-06°)
5.70164272280724e+01	(-5.92726430854503e+01dB,-3.86261157572855e-04°)	(-8.00949629205495e+01dB,4.24616659565269e-06°)
5.71478636671844e+01	(-5.92726430854512e+01dB,-3.87151581501272e-04°)	(-8.00949629205495e+01dB,4.25595502057129e-06°)
5.72796030985806e+01	(-5.92726430854522e+01dB,-3.88044058068838e-04°)	(-8.00949629205495e+01dB,4.26576601014200e-06°)
5.74116462207304e+01	(-5.92726430854533e+01dB,-3.88938592007367e-04°)	(-8.00949629205495e+01dB,4.27559961638258e-06°)
5.75439937337134e+01	(-5.92726430854541e+01dB,-3.89835188059585e-04°)	(-8.00949629205495e+01dB,4.28545589142721e-06°)
5.76766463392227e+01	(-5.92726430854553e+01dB,-3.90733850979176e-04°)	(-8.00949629205495e+01dB,4.29533488753260e-06°)
5.78096047405695e+01	(-5.92726430854563e+01dB,-3.91634585530743e-04°)	(-8.00949629205495e+01dB,4.30523665706572e-06°)
5.79428696426857e+01	(-5.92726430854574e+01dB,-3.92537396489907e-04°)	(-8.00949629205495e+01dB,4.31516125254056e-06°)
5.80764417521288e+01	(-5.92726430854584e+01dB,-3.93442288643259e-04°)	(-8.00949629205495e+01dB,4.32510872656917e-06°)
5.82103217770848e+01	(-5.92726430854595e+01dB,-3.94349266788463e-04°)	(-8.00949629205495e+01dB,4.33507913189219e-06°)
5.83445104273721e+01	(-5.92726430854605e+01dB,-3.95258335734218e-04°)	(-8.00949629205495e+01dB,4.34507252137898e-06°)
5.84790084144457e+01	(-5.92726430854615e+01dB,-3.96169500300319e-04°)	(-8.00949629205495e+01dB,4.35508894802136e-06°)
5.86138164514005e+01	(-5.92726430854627e+01dB,-3.97082765317684e-04°)	(-8.00949629205495e+01dB,4.36512846488470e-06°)
5.87489352529753e+01	(-5.92726430854637e+01dB,-3.97998135628341e-04°)	(-8.00949629205495e+01dB,4.37519112523654e-06°)
5.88843655355565e+01	(-5.92726430854647e+01dB,-3.98915616085490e-04°)	(-8.00949629205495e+01dB,4.38527698241791e-06°)
5.90201080171820e+01	(-5.92726430854659e+01dB,-3.99835211553522e-04°)	(-8.00949629205495e+01dB,4.39538608989239e-06°)
5.91561634175450e+01	(-5.92726430854670e+01dB,-4.00756926908046e-04°)	(-8.00949629205495e+01dB,4.40551850127670e-06°)
5.92925324579975e+01	(-5.92726430854682e+01dB,-4.01680767035910e-04°)	(-8.00949629205495e+01dB,4.41567427027333e-06°)
5.94292158615548e+01	(-5.92726430854692e+01dB,-4.02606736835200e-04°)	(-8.00949629205495e+01dB,4.42585345073792e-06°)
5.95662143528986e+01	(-5.92726430854702e+01dB,-4.03534841215331e-04°)	(-8.00949629205495e+01dB,4.43605609664252e-06°)
5.97035286583812e+01	(-5.92726430854715e+01dB,-4.04465085097033e-04°)	(-8.00949629205495e+01dB,4.44628226206333e-06°)
5.98411595060295e+01	(-5.92726430854726e+01dB,-4.05397473412344e-04°)	(-8.00949629205495e+01dB,4.45653200124193e-06°)
5.99791076255485e+01	(-5.92726430854736e+01dB,-4.06332011104684e-04°)	(-8.00949629205495e+01dB,4.46680536851795e-06°)
6.01173737483253e+01	(-5.92726430854747e+01dB,-4.07268703128922e-04°)	(-8.00949629205495e+01dB,4.47710241832903e-06°)
6.02559586074333e+01	(-5.92726430854757e+01dB,-4.08207554451276e-04°)	(-8.00949629205495e+01dB,4.48742320530272e-06°)
6.03948629376355e+01	(-5.92726430854771e+01dB,-4.09148570049445e-04°)	(-8.00949629205495e+01dB,4.49776778414621e-06°)
6.05340874753888e+01	(-5.92726430854782e+01dB,-4.10091754912607e-04°)	(-8.00949629205495e+01dB,4.50813620970146e-06°)
6.06736329588480e+01	(-5.92726430854792e+01dB,-4.11037114041424e-04°)	(-8.00949629205495e+01dB,4.51852853695748e-06°)
6.08135001278692e+01	(-5.92726430854804e+01dB,-4.11984652448105e-04°)	(-8.00949629205495e+01dB,4.52894482098903e-06°)
6.09536897240144e+01	(-5.92726430854816e+01dB,-4.12934375156400e-04°)	(-8.00949629205495e+01dB,4.53938511704241e-06°)
6.10942024905546e+01	(-5.92726430854828e+01dB,-4.13886287201646e-04°)	(-8.00949629205495e+01dB,4.54984948046807e-06°)
6.12350391724748e+01	(-5.92726430854838e+01dB,-4.14840393630781e-04°)	(-8.00949629205495e+01dB,4.56033796673897e-06°)
6.13762005164768e+01	(-5.92726430854850e+01dB,-4.15796699502398e-04°)	(-8.00949629205495e+01dB,4.57085063146287e-06°)
6.15176872709842e+01	(-5.92726430854862e+01dB,-4.16755209886705e-04°)	(-8.00949629205495e+01dB,4.58138753038841e-06°)
6.16595001861456e+01	(-5.92726430854875e+01dB,-4.17715929865677e-04°)	(-8.00949629205495e+01dB,4.59194871936226e-06°)
6.18016400138390e+01	(-5.92726430854886e+01dB,-4.18678864532903e-04°)	(-8.00949629205495e+01dB,4.60253425440263e-06°)
6.19441075076755e+01	(-5.92726430854897e+01dB,-4.19644018993797e-04°)	(-8.00949629205495e+01dB,4.61314419161962e-06°)
6.20869034230037e+01	(-5.92726430854910e+01dB,-4.20611398365500e-04°)	(-8.00949629205495e+01dB,4.62377858727035e-06°)
6.22300285169133e+01	(-5.92726430854921e+01dB,-4.21581007776960e-04°)	(-8.00949629205495e+01dB,4.63443749774060e-06°)
6.23734835482393e+01	(-5.92726430854932e+01dB,-4.22552852368969e-04°)	(-8.00949629205495e+01dB,4.64512097952641e-06°)
6.25172692775659e+01	(-5.92726430854945e+01dB,-4.23526937294131e-04°)	(-8.00949629205495e+01dB,4.65582908928926e-06°)
6.26613864672309e+01	(-5.92726430854959e+01dB,-4.24503267716963e-04°)	(-8.00949629205495e+01dB,4.66656188378248e-06°)
6.28058358813291e+01	(-5.92726430854971e+01dB,-4.25481848813862e-04°)	(-8.00949629205495e+01dB,4.67731941991258e-06°)
6.29506182857171e+01	(-5.92726430854982e+01dB,-4.26462685773143e-04°)	(-8.00949629205495e+01dB,4.68810175475761e-06°)
6.30957344480166e+01	(-5.92726430854996e+01dB,-4.27445783795155e-04°)	(-8.00949629205495e+01dB,4.69890894543237e-06°)
6.32411851376192e+01	(-5.92726430855007e+01dB,-4.28431148092141e-04°)	(-8.00949629205495e+01dB,4.70974104927219e-06°)
6.33869711256900e+01	(-5.92726430855020e+01dB,-4.29418783888454e-04°)	(-8.00949629205495e+01dB,4.72059812365530e-06°)
6.35330931851717e+01	(-5.92726430855032e+01dB,-4.30408696420393e-04°)	(-8.00949629205495e+01dB,4.73148022619885e-06°)
6.36795520907889e+01	(-5.92726430855044e+01dB,-4.31400890936387e-04°)	(-8.00949629205495e+01dB,4.74238741459351e-06°)
6.38263486190521e+01	(-5.92726430855056e+01dB,-4.32395372696972e-04°)	(-8.00949629205495e+01dB,4.75331974664021e-06°)
6.39734835482621e+01	(-5.92726430855070e+01dB,-4.33392146974785e-04°)	(-8.00949629205495e+01dB,4.76427728029917e-06°)
6.41209576585134e+01	(-5.92726430855083e+01dB,-4.34391219054612e-04°)	(-8.00949629205495e+01dB,4.77526007369601e-06°)
6.42687717316992e+01	(-5.92726430855096e+01dB,-4.35392594233434e-04°)	(-8.00949629205495e+01dB,4.78626818506050e-06°)
6.44169265515149e+01	(-5.92726430855108e+01dB,-4.36396277820457e-04°)	(-8.00949629205495e+01dB,4.79730167271432e-06°)
6.45654229034628e+01	(-5.92726430855122e+01dB,-4.37402275137085e-04°)	(-8.00949629205495e+01dB,4.80836059521191e-06°)
6.47142615748555e+01	(-5.92726430855133e+01dB,-4.38410591517036e-04°)	(-8.00949629205495e+01dB,4.81944501115676e-06°)
6.48634433548210e+01	(-5.92726430855147e+01dB,-4.39421232306314e-04°)	(-8.00949629205495e+01dB,4.83055497930548e-06°)
6.50129690343063e+01	(-5.92726430855161e+01dB,-4.40434202863219e-04°)	(-8.00949629205495e+01dB,4.84169055858625e-06°)
6.51628394060814e+01	(-5.92726430855173e+01dB,-4.41449508558418e-04°)	(-8.00949629205495e+01dB,4.85285180801911e-06°)
6.53130552647444e+01	(-5.92726430855187e+01dB,-4.42467154774988e-04°)	(-8.00949629205495e+01dB,4.86403878677115e-06°)
6.54636174067246e+01	(-5.92726430855198e+01dB,-4.43487146908333e-04°)	(-8.00949629205452e+01dB,4.87525155419695e-06°)
6.56145266302877e+01	(-5.92726430855214e+01dB,-4.44509490366414e-04°)	(-8.00949629205495e+01dB,4.88649016970976e-06°)
6.57657837355392e+01	(-5.92726430855227e+01dB,-4.45534190569541e-04°)	(-8.00949629205495e+01dB,4.89775469292276e-06°)
6.59173895244293e+01	(-5.92726430855238e+01dB,-4.46561252950578e-04°)	(-8.00949629205452e+01dB,4.90904518354213e-06°)
6.60693448007567e+01	(-5.92726430855252e+01dB,-4.47590682954949e-04°)	(-8.00949629205452e+01dB,4.92036170141982e-06°)
6.62216503701733e+01	(-5.92726430855266e+01dB,-4.48622486040560e-04°)	(-8.00949629205452e+01dB,4.93170430657202e-06°)
6.63743070401880e+01	(-5.92726430855278e+01dB,-4.49656667677929e-04°)	(-8.00949629205452e+01dB,4.94307305912765e-06°)
6.65273156201712e+01	(-5.92726430855292e+01dB,-4.50693233350188e-04°)	(-8.00949629205452e+01dB,4.95446801936876e-06°)
6.66806769213593e+01	(-5.92726430855306e+01dB,-4.51732188553109e-04°)	(-8.00949629205452e+01dB,4.96588924769993e-06°)
6.68343917568585e+01	(-5.92726430855320e+01dB,-4.52773538795127e-04°)	(-8.00949629205452e+01dB,4.97733680467890e-06°)
6.69884609416497e+01	(-5.92726430855333e+01dB,-4.53817289597366e-04°)	(-8.00949629205452e+01dB,4.98881075101656e-06°)
6.71428852925923e+01	(-5.92726430855348e+01dB,-4.54863446493708e-04°)	(-8.00949629205452e+01dB,5.00031114751570e-06°)
6.72976656284288e+01	(-5.92726430855362e+01dB,-4.55912015030755e-04°)	(-8.00949629205452e+01dB,5.01183805517514e-06°)
6.74528027697892e+01	(-5.92726430855377e+01dB,-4.56963000767937e-04°)	(-8.00949629205452e+01dB,5.02339153508560e-06°)
6.76082975391952e+01	(-5.92726430855392e+01dB,-4.58016409277451e-04°)	(-8.00949629205452e+01dB,5.03497164852159e-06°)
6.77641507610645e+01	(-5.92726430855403e+01dB,-4.59072246144347e-04°)	(-8.00949629205452e+01dB,5.04657845691076e-06°)
6.79203632617154e+01	(-5.92726430855420e+01dB,-4.60130516966620e-04°)	(-8.00949629205452e+01dB,5.05821202172366e-06°)
6.80769358693711e+01	(-5.92726430855434e+01dB,-4.61191227355087e-04°)	(-8.00949629205452e+01dB,5.06987240467589e-06°)
6.82338694141639e+01	(-5.92726430855448e+01dB,-4.62254382933515e-04°)	(-8.00949629205452e+01dB,5.08155966759944e-06°)
6.83911647281399e+01	(-5.92726430855461e+01dB,-4.63319989338674e-04°)	(-8.00949629205452e+01dB,5.09327387243657e-06°)
6.85488226452631e+01	(-5.92726430855477e+01dB,-4.64388052220296e-04°)	(-8.00949629205452e+01dB,5.10501508130720e-06°)
6.87068440014201e+01	(-5.92726430855490e+01dB,-4.65458577241137e-04°)	(-8.00949629205452e+01dB,5.11678335646604e-06°)
6.88652296344245e+01	(-5.92726430855506e+01dB,-4.66531570077026e-04°)	(-8.00949629205452e+01dB,5.12857876028419e-06°)
6.90239803840211e+01	(-5.92726430855520e+01dB,-4.67607036416845e-04°)	(-8.00949629205452e+01dB,5.14040135534103e-06°)
6.91830970918905e+01	(-5.92726430855536e+01dB,-4.68684981962647e-04°)	(-8.00949629205452e+01dB,5.15225120426497e-06°)
6.93425806016538e+01	(-5.92726430855550e+01dB,-4.69765412429553e-04°)	(-8.00949629205452e+01dB,5.16412836991721e-06°)
6.95024317588766e+01	(-5.92726430855566e+01dB,-4.70848333545907e-04°)	(-8.00949629205452e+01dB,5.17603291527534e-06°)
6.96626514110737e+01	(-5.92726430855580e+01dB,-4.71933751053252e-04°)	(-8.00949629205452e+01dB,5.18796490344561e-06°)
6.98232404077140e+01	(-5.92726430855596e+01dB,-4.73021670706378e-04°)	(-8.00949629205452e+01dB,5.19992439767517e-06°)
6.99841996002242e+01	(-5.92726430855611e+01dB,-4.74112098273291e-04°)	(-8.00949629205452e+01dB,5.21191146141334e-06°)
7.01455298419940e+01	(-5.92726430855627e+01dB,-4.75205039535375e-04°)	(-8.00949629205452e+01dB,5.22392615815231e-06°)
7.03072319883802e+01	(-5.92726430855640e+01dB,-4.76300500287246e-04°)	(-8.00949629205452e+01dB,5.23596855167221e-06°)
7.04693068967115e+01	(-5.92726430855657e+01dB,-4.77398486336988e-04°)	(-8.00949629205452e+01dB,5.24803870573480e-06°)
7.06317554262930e+01	(-5.92726430855672e+01dB,-4.78499003505964e-04°)	(-8.00949629205452e+01dB,5.26013668438976e-06°)
7.07945784384106e+01	(-5.92726430855687e+01dB,-4.79602057629009e-04°)	(-8.00949629205452e+01dB,5.27226255177868e-06°)
7.09577767963357e+01	(-5.92726430855703e+01dB,-4.80707654554435e-04°)	(-8.00949629205452e+01dB,5.28441637216565e-06°)
7.11213513653297e+01	(-5.92726430855720e+01dB,-4.81815800143991e-04°)	(-8.00949629205452e+01dB,5.29659821001082e-06°)
7.12853030126487e+01	(-5.92726430855736e+01dB,-4.82926500272970e-04°)	(-8.00949629205452e+01dB,5.30880812986622e-06°)
7.14496326075481e+01	(-5.92726430855750e+01dB,-4.84039760830153e-04°)	(-8.00949629205452e+01dB,5.32104619652281e-06°)
7.16143410212869e+01	(-5.92726430855766e+01dB,-4.85155587717976e-04°)	(-8.00949629205452e+01dB,5.33331247482670e-06°)
7.17794291271329e+01	(-5.92726430855783e+01dB,-4.86273986852425e-04°)	(-8.00949629205452e+01dB,5.34560702982613e-06°)
7.19448978003667e+01	(-5.92726430855799e+01dB,-4.87394964163137e-04°)	(-8.00949629205452e+01dB,5.35792992670414e-06°)
7.21107479182867e+01	(-5.92726430855815e+01dB,-4.88518525593451e-04°)	(-8.00949629205452e+01dB,5.37028123077855e-06°)
7.22769803602137e+01	(-5.92726430855831e+01dB,-4.89644677100340e-04°)	(-8.00949629205452e+01dB,5.38266100756321e-06°)
7.24435960074957e+01	(-5.92726430855847e+01dB,-4.90773424654562e-04°)	(-8.00949629205452e+01dB,5.39506932268225e-06°)
7.26105957435121e+01	(-5.92726430855865e+01dB,-4.91904774240655e-04°)	(-8.00949629205452e+01dB,5.40750624189457e-06°)
7.27779804536790e+01	(-5.92726430855880e+01dB,-4.93038731856854e-04°)	(-8.00949629205452e+01dB,5.41997183119799e-06°)
7.29457510254535e+01	(-5.92726430855896e+01dB,-4.94175303515331e-04°)	(-8.00949629205452e+01dB,5.43246615665160e-06°)
7.31139083483384e+01	(-5.92726430855912e+01dB,-4.95314495242094e-04°)	(-8.00949629205452e+01dB,5.44498928448603e-06°)
7.32824533138870e+01	(-5.92726430855928e+01dB,-4.96456313076980e-04°)	(-8.00949629205452e+01dB,5.45754128113406e-06°)
7.34513868157081e+01	(-5.92726430855947e+01dB,-4.97600763073854e-04°)	(-8.00949629205452e+01dB,5.47012221307748e-06°)
7.36207097494702e+01	(-5.92726430855965e+01dB,-4.98747851300422e-04°)	(-8.00949629205452e+01dB,5.48273214709216e-06°)
7.37904230129067e+01	(-5.92726430855981e+01dB,-4.99897583838431e-04°)	(-8.00949629205452e+01dB,5.49537115001520e-06°)
7.39605275058204e+01	(-5.92726430855996e+01dB,-5.01049966783667e-04°)	(-8.00949629205451e+01dB,5.50803928884302e-06°)
7.41310241300883e+01	(-5.92726430856014e+01dB,-5.02205006245971e-04°)	(-8.00949629205451e+01dB,5.52073663073742e-06°)
7.43019137896667e+01	(-5.92726430856032e+01dB,-5.03362708349216e-04°)	(-8.00949629205451e+01dB,5.53346324302561e-06°)
7.44731973905954e+01	(-5.92726430856049e+01dB,-5.04523079231427e-04°)	(-8.00949629205451e+01dB,5.54621919319409e-06°)
7.46448758410032e+01	(-5.92726430856066e+01dB,-5.05686125044761e-04°)	(-8.00949629205451e+01dB,5.55900454888864e-06°)
7.48169500511119e+01	(-5.92726430856083e+01dB,-5.06851851955612e-04°)	(-8.00949629205451e+01dB,5.57181937784081e-06°)
7.49894209332421e+01	(-5.92726430856101e+01dB,-5.08020266144535e-04°)	(-8.00949629205451e+01dB,5.58466374802107e-06°)
7.51622894018170e+01	(-5.92726430856119e+01dB,-5.09191373806328e-04°)	(-8.00949629205451e+01dB,5.59753772753466e-06°)
7.53355563733682e+01	(-5.92726430856136e+01dB,-5.10365181150083e-04°)	(-8.00949629205451e+01dB,5.61044138465837e-06°)
7.55092227665399e+01	(-5.92726430856152e+01dB,-5.11541694399220e-04°)	(-8.00949629205451e+01dB,5.62337478777925e-06°)
7.56832895020939e+01	(-5.92726430856171e+01dB,-5.12720919791521e-04°)	(-8.00949629205451e+01dB,5.63633800544975e-06°)
7.58577575029148e+01	(-5.92726430856190e+01dB,-5.13902863579092e-04°)	(-8.00949629205451e+01dB,5.64933110643064e-06°)
7.60326276940146e+01	(-5.92726430856208e+01dB,-5.15087532028485e-04°)	(-8.00949629205451e+01dB,5.66235415960519e-06°)
7.62079010025376e+01	(-5.92726430856225e+01dB,-5.16274931420672e-04°)	(-8.00949629205451e+01dB,5.67540723404658e-06°)
7.63835783577655e+01	(-5.92726430856244e+01dB,-5.17465068051180e-04°)	(-8.00949629205451e+01dB,5.68849039890153e-06°)
7.65596606911220e+01	(-5.92726430856261e+01dB,-5.18657948229966e-04°)	(-8.00949629205451e+01dB,5.70160372356179e-06°)
7.67361489361783e+01	(-5.92726430856279e+01dB,-5.19853578281543e-04°)	(-8.00949629205451e+01dB,5.71474727757839e-06°)
7.69130440286573e+01	(-5.92726430856297e+01dB,-5.21051964545047e-04°)	(-8.00949629205451e+01dB,5.72792113061264e-06°)
7.70903469064394e+01	(-5.92726430856316e+01dB,-5.22253113374215e-04°)	(-8.00949629205451e+01dB,5.74112535249739e-06°)
7.72680585095666e+01	(-5.92726430856336e+01dB,-5.23457031137392e-04°)	(-8.00949629205451e+01dB,5.75436001326151e-06°)
7.74461797802482e+01	(-5.92726430856352e+01dB,-5.24663724217623e-04°)	(-8.00949629205451e+01dB,5.76762518308092e-06°)
7.76247116628655e+01	(-5.92726430856372e+01dB,-5.25873199012710e-04°)	(-8.00949629205451e+01dB,5.78092093227242e-06°)
7.78036551039767e+01	(-5.92726430856391e+01dB,-5.27085461935143e-04°)	(-8.00949629205451e+01dB,5.79424733131825e-06°)
7.79830110523222e+01	(-5.92726430856409e+01dB,-5.28300519412210e-04°)	(-8.00949629205451e+01dB,5.80760445090891e-06°)
7.81627804588292e+01	(-5.92726430856429e+01dB,-5.29518377886067e-04°)	(-8.00949629205451e+01dB,5.82099236181456e-06°)
7.83429642766174e+01	(-5.92726430856448e+01dB,-5.30739043813644e-04°)	(-8.00949629205451e+01dB,5.83441113505041e-06°)
7.85235634610034e+01	(-5.92726430856466e+01dB,-5.31962523666772e-04°)	(-8.00949629205451e+01dB,5.84786084177255e-06°)
7.87045789695061e+01	(-5.92726430856487e+01dB,-5.33188823932266e-04°)	(-8.00949629205451e+01dB,5.86134155325350e-06°)
7.88860117618517e+01	(-5.92726430856505e+01dB,-5.34417951111815e-04°)	(-8.00949629205451e+01dB,5.87485334099856e-06°)
7.90678627999787e+01	(-5.92726430856525e+01dB,-5.35649911722154e-04°)	(-8.00949629205451e+01dB,5.88839627661104e-06°)
7.92501330480434e+01	(-5.92726430856545e+01dB,-5.36884712294999e-04°)	(-8.00949629205451e+01dB,5.90197043192094e-06°)
7.94328234724243e+01	(-5.92726430856564e+01dB,-5.38122359377136e-04°)	(-8.00949629205451e+01dB,5.91557587888691e-06°)
7.96159350417281e+01	(-5.92726430856583e+01dB,-5.39362859530457e-04°)	(-8.00949629205451e+01dB,5.92921268966361e-06°)
7.97994687267938e+01	(-5.92726430856603e+01dB,-5.40606219331962e-04°)	(-8.00949629205451e+01dB,5.94288093651602e-06°)
7.99834255006990e+01	(-5.92726430856623e+01dB,-5.41852445373838e-04°)	(-8.00949629205451e+01dB,5.95658069192961e-06°)
8.01678063387641e+01	(-5.92726430856644e+01dB,-5.43101544263426e-04°)	(-8.00949629205451e+01dB,5.97031202856144e-06°)
8.03526122185578e+01	(-5.92726430856662e+01dB,-5.44353522623331e-04°)	(-8.00949629205451e+01dB,5.98407501919104e-06°)
8.05378441199028e+01	(-5.92726430856683e+01dB,-5.45608387091438e-04°)	(-8.00949629205451e+01dB,5.99786973678177e-06°)
8.07235030248799e+01	(-5.92726430856704e+01dB,-5.46866144320889e-04°)	(-8.00949629205451e+01dB,6.01169625449301e-06°)
8.09095899178343e+01	(-5.92726430856723e+01dB,-5.48126800980189e-04°)	(-8.00949629205451e+01dB,6.02555464561892e-06°)
8.10961057853801e+01	(-5.92726430856744e+01dB,-5.49390363753245e-04°)	(-8.00949629205451e+01dB,6.03944498361293e-06°)
8.12830516164060e+01	(-5.92726430856765e+01dB,-5.50656839339319e-04°)	(-8.00949629205451e+01dB,6.05336734213679e-06°)
8.14704284020800e+01	(-5.92726430856784e+01dB,-5.51926234453115e-04°)	(-8.00949629205451e+01dB,6.06732179504826e-06°)
8.16582371358553e+01	(-5.92726430856806e+01dB,-5.53198555824877e-04°)	(-8.00949629205451e+01dB,6.08130841627863e-06°)
8.18464788134750e+01	(-5.92726430856826e+01dB,-5.54473810200312e-04°)	(-8.00949629205451e+01dB,6.09532727999198e-06°)
8.20351544329778e+01	(-5.92726430856847e+01dB,-5.55752004340683e-04°)	(-8.00949629205451e+01dB,6.10937846054844e-06°)
8.22242649947031e+01	(-5.92726430856868e+01dB,-5.57033145022871e-04°)	(-8.00949629205451e+01dB,6.12346203239390e-06°)
8.24138115012962e+01	(-5.92726430856889e+01dB,-5.58317239039332e-04°)	(-8.00949629205451e+01dB,6.13757807023154e-06°)
8.26037949577138e+01	(-5.92726430856911e+01dB,-5.59604293198218e-04°)	(-8.00949629205451e+01dB,6.15172664891159e-06°)
8.27942163712294e+01	(-5.92726430856931e+01dB,-5.60894314323355e-04°)	(-8.00949629205451e+01dB,6.16590784341905e-06°)
8.29850767514382e+01	(-5.92726430856952e+01dB,-5.62187309254311e-04°)	(-8.00949629205451e+01dB,6.18012172897170e-06°)
8.31763771102630e+01	(-5.92726430856974e+01dB,-5.63483284846419e-04°)	(-8.00949629205451e+01dB,6.19436838089763e-06°)
8.33681184619593e+01	(-5.92726430856996e+01dB,-5.64782247970811e-04°)	(-8.00949629205451e+01dB,6.20864787475768e-06°)
8.35603018231207e+01	(-5.92726430857017e+01dB,-5.66084205514452e-04°)	(-8.00949629205451e+01dB,6.22296028624750e-06°)
8.37529282126841e+01	(-5.92726430857040e+01dB,-5.67389164380217e-04°)	(-8.00949629205451e+01dB,6.23730569124651e-06°)
8.39459986519356e+01	(-5.92726430857060e+01dB,-5.68697131486817e-04°)	(-8.00949629205430e+01dB,6.25168416582863e-06°)
8.41395141645154e+01	(-5.92726430857082e+01dB,-5.70008113769015e-04°)	(-8.00949629205430e+01dB,6.26609578620721e-06°)
8.43334757764234e+01	(-5.92726430857104e+01dB,-5.71322118177473e-04°)	(-8.00949629205430e+01dB,6.28054062882372e-06°)
8.45278845160248e+01	(-5.92726430857127e+01dB,-5.72639151678949e-04°)	(-8.00949629205430e+01dB,6.29501877021924e-06°)
8.47227414140555e+01	(-5.92726430857149e+01dB,-5.73959221256203e-04°)	(-8.00949629205430e+01dB,6.30953028717986e-06°)
8.49180475036272e+01	(-5.92726430857171e+01dB,-5.75282333908084e-04°)	(-8.00949629205430e+01dB,6.32407525666323e-06°)
8.51138038202334e+01	(-5.92726430857193e+01dB,-5.76608496649656e-04°)	(-8.00949629205430e+01dB,6.33865375573727e-06°)
8.53100114017547e+01	(-5.92726430857215e+01dB,-5.77937716512056e-04°)	(-8.00949629205430e+01dB,6.35326586173944e-06°)
8.55066712884641e+01	(-5.92726430857239e+01dB,-5.79270000542710e-04°)	(-8.00949629205430e+01dB,6.36791165212974e-06°)
8.57037845230327e+01	(-5.92726430857261e+01dB,-5.80605355805235e-04°)	(-8.00949629205430e+01dB,6.38259120453969e-06°)
8.59013521505353e+01	(-5.92726430857284e+01dB,-5.81943789379578e-04°)	(-8.00949629205430e+01dB,6.39730459679685e-06°)
8.60993752184558e+01	(-5.92726430857306e+01dB,-5.83285308361931e-04°)	(-8.00949629205430e+01dB,6.41205190697386e-06°)
8.62978547766927e+01	(-5.92726430857329e+01dB,-5.84629919864928e-04°)	(-8.00949629205430e+01dB,6.42683321318006e-06°)
