Freq.	V(n001)-V(n002)	I(D1)
2.44343055269366e+03	(-5.92726434876601e+01dB,-1.65531642159297e-02°)	(-8.00949629121016e+01dB,1.81968824118093e-04°)
2.44906324184443e+03	(-5.92726434895176e+01dB,-1.65913231978880e-02°)	(-8.00949629120607e+01dB,1.82388305500848e-04°)
2.45470891568472e+03	(-5.92726434913836e+01dB,-1.66295701453667e-02°)	(-8.00949629120218e+01dB,1.82808753888408e-04°)
2.46036760414731e+03	(-5.92726434932585e+01dB,-1.66679052611481e-02°)	(-8.00949629119830e+01dB,1.83230171508516e-04°)
2.46603933723402e+03	(-5.92726434951418e+01dB,-1.67063287484803e-02°)	(-8.00949629119420e+01dB,1.83652560595974e-04°)
2.47172414501581e+03	(-5.92726434970338e+01dB,-1.67448408110808e-02°)	(-8.00949629119032e+01dB,1.84075923390622e-04°)
2.47742205763297e+03	(-5.92726434989346e+01dB,-1.67834416531367e-02°)	(-8.00949629118644e+01dB,1.84500262137062e-04°)
2.48313310529525e+03	(-5.92726435008443e+01dB,-1.68221314793057e-02°)	(-8.00949629118234e+01dB,1.84925579084212e-04°)
2.48885731828207e+03	(-5.92726435027625e+01dB,-1.68609104947169e-02°)	(-8.00949629117825e+01dB,1.85351876487743e-04°)
2.49459472694264e+03	(-5.92726435046898e+01dB,-1.68997789049734e-02°)	(-8.00949629117415e+01dB,1.85779156607399e-04°)
2.50034536169611e+03	(-5.92726435066261e+01dB,-1.69387369161505e-02°)	(-8.00949629117027e+01dB,1.86207421709048e-04°)
2.50610925303179e+03	(-5.92726435085709e+01dB,-1.69777847347998e-02°)	(-8.00949629116595e+01dB,1.86636674063469e-04°)
2.51188643150926e+03	(-5.92726435105251e+01dB,-1.70169225679493e-02°)	(-8.00949629116207e+01dB,1.87066915946079e-04°)
2.51767692775853e+03	(-5.92726435124880e+01dB,-1.70561506231031e-02°)	(-8.00949629115776e+01dB,1.87498149637608e-04°)
2.52348077248025e+03	(-5.92726435144603e+01dB,-1.70954691082446e-02°)	(-8.00949629115387e+01dB,1.87930377425628e-04°)
2.52929799644582e+03	(-5.92726435164415e+01dB,-1.71348782318363e-02°)	(-8.00949629114956e+01dB,1.88363601600278e-04°)
2.53512863049758e+03	(-5.92726435184320e+01dB,-1.71743782028213e-02°)	(-8.00949629114546e+01dB,1.88797824459669e-04°)
2.54097270554898e+03	(-5.92726435204315e+01dB,-1.72139692306237e-02°)	(-8.00949629114137e+01dB,1.89233048305844e-04°)
2.54683025258471e+03	(-5.92726435224401e+01dB,-1.72536515251519e-02°)	(-8.00949629113684e+01dB,1.89669275444914e-04°)
2.55270130266092e+03	(-5.92726435244583e+01dB,-1.72934252967972e-02°)	(-8.00949629113252e+01dB,1.90106508191067e-04°)
2.55858588690532e+03	(-5.92726435264859e+01dB,-1.73332907564358e-02°)	(-8.00949629112864e+01dB,1.90544748862708e-04°)
2.56448403651739e+03	(-5.92726435285224e+01dB,-1.73732481154294e-02°)	(-8.00949629112411e+01dB,1.90983999783061e-04°)
2.57039578276853e+03	(-5.92726435305686e+01dB,-1.74132975856292e-02°)	(-8.00949629111980e+01dB,1.91424263280081e-04°)
2.57632115700224e+03	(-5.92726435326244e+01dB,-1.74534393793728e-02°)	(-8.00949629111570e+01dB,1.91865541688597e-04°)
2.58226019063426e+03	(-5.92726435346893e+01dB,-1.74936737094872e-02°)	(-8.00949629111139e+01dB,1.92307837348831e-04°)
2.58821291515276e+03	(-5.92726435367637e+01dB,-1.75340007892909e-02°)	(-8.00949629110686e+01dB,1.92751152604625e-04°)
2.59417936211848e+03	(-5.92726435388480e+01dB,-1.75744208325945e-02°)	(-8.00949629110254e+01dB,1.93195489807763e-04°)
2.60015956316494e+03	(-5.92726435409418e+01dB,-1.76149340537008e-02°)	(-8.00949629109823e+01dB,1.93640851312235e-04°)
2.60615354999856e+03	(-5.92726435430454e+01dB,-1.76555406674058e-02°)	(-8.00949629109370e+01dB,1.94087239480658e-04°)
2.61216135439887e+03	(-5.92726435451585e+01dB,-1.76962408890024e-02°)	(-8.00949629108918e+01dB,1.94534656679272e-04°)
2.61818300821865e+03	(-5.92726435472813e+01dB,-1.77370349342774e-02°)	(-8.00949629108486e+01dB,1.94983105281378e-04°)
2.62421854338410e+03	(-5.92726435494143e+01dB,-1.77779230195193e-02°)	(-8.00949629108033e+01dB,1.95432587662480e-04°)
2.63026799189504e+03	(-5.92726435515567e+01dB,-1.78189053615099e-02°)	(-8.00949629107580e+01dB,1.95883106207642e-04°)
2.63633138582504e+03	(-5.92726435537091e+01dB,-1.78599821775340e-02°)	(-8.00949629107127e+01dB,1.96334663305011e-04°)
2.64240875732160e+03	(-5.92726435558717e+01dB,-1.79011536853784e-02°)	(-8.00949629106696e+01dB,1.96787261346708e-04°)
2.64850013860636e+03	(-5.92726435580440e+01dB,-1.79424201033271e-02°)	(-8.00949629106221e+01dB,1.97240902735242e-04°)
2.65460556197520e+03	(-5.92726435602263e+01dB,-1.79837816501724e-02°)	(-8.00949629105769e+01dB,1.97695589874201e-04°)
2.66072505979847e+03	(-5.92726435624189e+01dB,-1.80252385452086e-02°)	(-8.00949629105294e+01dB,1.98151325173985e-04°)
2.66685866452113e+03	(-5.92726435646214e+01dB,-1.80667910082353e-02°)	(-8.00949629104841e+01dB,1.98608111052248e-04°)
2.67300640866296e+03	(-5.92726435668343e+01dB,-1.81084392595595e-02°)	(-8.00949629104388e+01dB,1.99065949929631e-04°)
2.67916832481868e+03	(-5.92726435690573e+01dB,-1.81501835199966e-02°)	(-8.00949629103914e+01dB,1.99524844233837e-04°)
2.68534444565816e+03	(-5.92726435712906e+01dB,-1.81920240108693e-02°)	(-8.00949629103461e+01dB,1.99984796398202e-04°)
2.69153480392657e+03	(-5.92726435735340e+01dB,-1.82339609540114e-02°)	(-8.00949629102965e+01dB,2.00445808860520e-04°)
2.69773943244457e+03	(-5.92726435757880e+01dB,-1.82759945717693e-02°)	(-8.00949629102512e+01dB,2.00907884066385e-04°)
2.70395836410849e+03	(-5.92726435780522e+01dB,-1.83181250869999e-02°)	(-8.00949629102016e+01dB,2.01371024464517e-04°)
2.71019163189049e+03	(-5.92726435803268e+01dB,-1.83603527230749e-02°)	(-8.00949629101542e+01dB,2.01835232510655e-04°)
2.71643926883873e+03	(-5.92726435826123e+01dB,-1.84026777038820e-02°)	(-8.00949629101088e+01dB,2.02300510666266e-04°)
2.72270130807756e+03	(-5.92726435849081e+01dB,-1.84451002538219e-02°)	(-8.00949629100592e+01dB,2.02766861398157e-04°)
2.72897778280769e+03	(-5.92726435872143e+01dB,-1.84876205978153e-02°)	(-8.00949629100075e+01dB,2.03234287178434e-04°)
2.73526872630636e+03	(-5.92726435895314e+01dB,-1.85302389613016e-02°)	(-8.00949629099600e+01dB,2.03702790485573e-04°)
2.74157417192753e+03	(-5.92726435918590e+01dB,-1.85729555702372e-02°)	(-8.00949629099104e+01dB,2.04172373804418e-04°)
2.74789415310204e+03	(-5.92726435941977e+01dB,-1.86157706511025e-02°)	(-8.00949629098630e+01dB,2.04643039623591e-04°)
2.75422870333781e+03	(-5.92726435965470e+01dB,-1.86586844308985e-02°)	(-8.00949629098134e+01dB,2.05114790437393e-04°)
2.76057785621999e+03	(-5.92726435989072e+01dB,-1.87016971371480e-02°)	(-8.00949629097659e+01dB,2.05587628750524e-04°)
2.76694164541115e+03	(-5.92726436012782e+01dB,-1.87448089979020e-02°)	(-8.00949629097142e+01dB,2.06061557066250e-04°)
2.77332010465148e+03	(-5.92726436036602e+01dB,-1.87880202417331e-02°)	(-8.00949629096646e+01dB,2.06536577899124e-04°)
2.77971326775893e+03	(-5.92726436060530e+01dB,-1.88313310977439e-02°)	(-8.00949629096128e+01dB,2.07012693767363e-04°)
2.78612116862941e+03	(-5.92726436084570e+01dB,-1.88747417955639e-02°)	(-8.00949629095611e+01dB,2.07489907195219e-04°)
2.79254384123697e+03	(-5.92726436108722e+01dB,-1.89182525653522e-02°)	(-8.00949629095136e+01dB,2.07968220713269e-04°)
2.79898131963400e+03	(-5.92726436132985e+01dB,-1.89618636377978e-02°)	(-8.00949629094618e+01dB,2.08447636856879e-04°)
2.80543363795135e+03	(-5.92726436157358e+01dB,-1.90055752441223e-02°)	(-8.00949629094101e+01dB,2.08928158167602e-04°)
2.81190083039857e+03	(-5.92726436181844e+01dB,-1.90493876160802e-02°)	(-8.00949629093583e+01dB,2.09409787193558e-04°)
2.81838293126409e+03	(-5.92726436206444e+01dB,-1.90933009859600e-02°)	(-8.00949629093066e+01dB,2.09892526488745e-04°)
2.82487997491534e+03	(-5.92726436231158e+01dB,-1.91373155865861e-02°)	(-8.00949629092548e+01dB,2.10376378611082e-04°)
2.83139199579901e+03	(-5.92726436255985e+01dB,-1.91814316513179e-02°)	(-8.00949629092030e+01dB,2.10861346128291e-04°)
2.83791902844119e+03	(-5.92726436280929e+01dB,-1.92256494140565e-02°)	(-8.00949629091513e+01dB,2.11347431608878e-04°)
2.84446110744754e+03	(-5.92726436305987e+01dB,-1.92699691092375e-02°)	(-8.00949629090995e+01dB,2.11834637632718e-04°)
2.85101826750354e+03	(-5.92726436331158e+01dB,-1.93143909718406e-02°)	(-8.00949629090456e+01dB,2.12322966780419e-04°)
2.85759054337457e+03	(-5.92726436356449e+01dB,-1.93589152373854e-02°)	(-8.00949629089938e+01dB,2.12812421643333e-04°)
2.86417796990621e+03	(-5.92726436381856e+01dB,-1.94035421419354e-02°)	(-8.00949629089378e+01dB,2.13303004814116e-04°)
2.87078058202431e+03	(-5.92726436407378e+01dB,-1.94482719220967e-02°)	(-8.00949629088838e+01dB,2.13794718895543e-04°)
2.87739841473529e+03	(-5.92726436433019e+01dB,-1.94931048150227e-02°)	(-8.00949629088321e+01dB,2.14287566494542e-04°)
2.88403150312623e+03	(-5.92726436458779e+01dB,-1.95380410584130e-02°)	(-8.00949629087782e+01dB,2.14781550223035e-04°)
2.89067988236510e+03	(-5.92726436484656e+01dB,-1.95830808905136e-02°)	(-8.00949629087221e+01dB,2.15276672701674e-04°)
2.89734358770094e+03	(-5.92726436510653e+01dB,-1.96282245501217e-02°)	(-8.00949629086682e+01dB,2.15772936553961e-04°)
2.90402265446407e+03	(-5.92726436536772e+01dB,-1.96734722765846e-02°)	(-8.00949629086142e+01dB,2.16270344411474e-04°)
2.91071711806622e+03	(-5.92726436563010e+01dB,-1.97188243098005e-02°)	(-8.00949629085582e+01dB,2.16768898911279e-04°)
2.91742701400078e+03	(-5.92726436589371e+01dB,-1.97642808902214e-02°)	(-8.00949629085042e+01dB,2.17268602697658e-04°)
2.92415237784295e+03	(-5.92726436615850e+01dB,-1.98098422588522e-02°)	(-8.00949629084460e+01dB,2.17769458419334e-04°)
2.93089324524994e+03	(-5.92726436642454e+01dB,-1.98555086572559e-02°)	(-8.00949629083921e+01dB,2.18271468731677e-04°)
2.93764965196114e+03	(-5.92726436669179e+01dB,-1.99012803275505e-02°)	(-8.00949629083339e+01dB,2.18774636295898e-04°)
2.94442163379837e+03	(-5.92726436696030e+01dB,-1.99471575124123e-02°)	(-8.00949629082800e+01dB,2.19278963780699e-04°)
2.95120922666600e+03	(-5.92726436723003e+01dB,-1.99931404550769e-02°)	(-8.00949629082217e+01dB,2.19784453859840e-04°)
2.95801246655116e+03	(-5.92726436750100e+01dB,-2.00392293993418e-02°)	(-8.00949629081635e+01dB,2.20291109212499e-04°)
2.96483138952395e+03	(-5.92726436777324e+01dB,-2.00854245895662e-02°)	(-8.00949629081096e+01dB,2.20798932525307e-04°)
2.97166603173763e+03	(-5.92726436804673e+01dB,-2.01317262706703e-02°)	(-8.00949629080513e+01dB,2.21307926491234e-04°)
2.97851642942880e+03	(-5.92726436832148e+01dB,-2.01781346881424e-02°)	(-8.00949629079931e+01dB,2.21818093807887e-04°)
2.98538261891757e+03	(-5.92726436859750e+01dB,-2.02246500880342e-02°)	(-8.00949629079370e+01dB,2.22329437181054e-04°)
2.99226463660779e+03	(-5.92726436887480e+01dB,-2.02712727169659e-02°)	(-8.00949629078788e+01dB,2.22841959321063e-04°)
2.99916251898725e+03	(-5.92726436915335e+01dB,-2.03180028221246e-02°)	(-8.00949629078184e+01dB,2.23355662946195e-04°)
3.00607630262783e+03	(-5.92726436943321e+01dB,-2.03648406512697e-02°)	(-8.00949629077602e+01dB,2.23870550779151e-04°)
3.01300602418572e+03	(-5.92726436971434e+01dB,-2.04117864527298e-02°)	(-8.00949629077020e+01dB,2.24386625550311e-04°)
3.01995172040162e+03	(-5.92726436999681e+01dB,-2.04588404754073e-02°)	(-8.00949629076416e+01dB,2.24903889995542e-04°)
3.02691342810090e+03	(-5.92726437028054e+01dB,-2.05060029687766e-02°)	(-8.00949629075812e+01dB,2.25422346857096e-04°)
3.03389118419387e+03	(-5.92726437056559e+01dB,-2.05532741828886e-02°)	(-8.00949629075208e+01dB,2.25941998884619e-04°)
3.04088502567588e+03	(-5.92726437085199e+01dB,-2.06006543683713e-02°)	(-8.00949629074626e+01dB,2.26462848832518e-04°)
3.04789498962758e+03	(-5.92726437113969e+01dB,-2.06481437764282e-02°)	(-8.00949629074022e+01dB,2.26984899462089e-04°)
3.05492111321511e+03	(-5.92726437142872e+01dB,-2.06957426588431e-02°)	(-8.00949629073418e+01dB,2.27508153542246e-04°)
3.06196343369027e+03	(-5.92726437171907e+01dB,-2.07434512679802e-02°)	(-8.00949629072793e+01dB,2.28032613846104e-04°)
3.06902198839075e+03	(-5.92726437201075e+01dB,-2.07912698567856e-02°)	(-8.00949629072167e+01dB,2.28558283155905e-04°)
3.07609681474030e+03	(-5.92726437230380e+01dB,-2.08391986787899e-02°)	(-8.00949629071563e+01dB,2.29085164255465e-04°)
3.08318795024894e+03	(-5.92726437259820e+01dB,-2.08872379881040e-02°)	(-8.00949629070938e+01dB,2.29613259942542e-04°)
3.09029543251318e+03	(-5.92726437289397e+01dB,-2.09353880394298e-02°)	(-8.00949629070334e+01dB,2.30142573013159e-04°)
3.09741929921617e+03	(-5.92726437319109e+01dB,-2.09836490880516e-02°)	(-8.00949629069708e+01dB,2.30673106276053e-04°)
3.10455958812794e+03	(-5.92726437348956e+01dB,-2.10320213898455e-02°)	(-8.00949629069061e+01dB,2.31204862543211e-04°)
3.11171633710560e+03	(-5.92726437378946e+01dB,-2.10805052012768e-02°)	(-8.00949629068458e+01dB,2.31737844633847e-04°)
3.11888958409352e+03	(-5.92726437409070e+01dB,-2.11291007793998e-02°)	(-8.00949629067811e+01dB,2.32272055374226e-04°)
3.12607936712354e+03	(-5.92726437439335e+01dB,-2.11778083818640e-02°)	(-8.00949629067185e+01dB,2.32807497596501e-04°)
3.13328572431517e+03	(-5.92726437469738e+01dB,-2.12266282669124e-02°)	(-8.00949629066538e+01dB,2.33344174139207e-04°)
3.14050869387580e+03	(-5.92726437500282e+01dB,-2.12755606933824e-02°)	(-8.00949629065870e+01dB,2.33882087848047e-04°)
3.14774831410090e+03	(-5.92726437530972e+01dB,-2.13246059207095e-02°)	(-8.00949629065266e+01dB,2.34421241574447e-04°)
3.15500462337421e+03	(-5.92726437561796e+01dB,-2.13737642089239e-02°)	(-8.00949629064597e+01dB,2.34961638178273e-04°)
3.16227766016796e+03	(-5.92726437592768e+01dB,-2.14230358186603e-02°)	(-8.00949629063972e+01dB,2.35503280523161e-04°)
3.16956746304307e+03	(-5.92726437623879e+01dB,-2.14724210111490e-02°)	(-8.00949629063303e+01dB,2.36046171481639e-04°)
3.17687407064935e+03	(-5.92726437655135e+01dB,-2.15219200482275e-02°)	(-8.00949629062634e+01dB,2.36590313931286e-04°)
3.18419752172570e+03	(-5.92726437686537e+01dB,-2.15715331923327e-02°)	(-8.00949629061987e+01dB,2.37135710758250e-04°)
3.19153785510034e+03	(-5.92726437718082e+01dB,-2.16212607065086e-02°)	(-8.00949629061319e+01dB,2.37682364853207e-04°)
3.19889510969097e+03	(-5.92726437749770e+01dB,-2.16711028544049e-02°)	(-8.00949629060650e+01dB,2.38230279115637e-04°)
3.20626932450504e+03	(-5.92726437781611e+01dB,-2.17210599002810e-02°)	(-8.00949629059982e+01dB,2.38779456448488e-04°)
3.21366053863989e+03	(-5.92726437813594e+01dB,-2.17711321090021e-02°)	(-8.00949629059313e+01dB,2.39329899764902e-04°)
3.22106879128300e+03	(-5.92726437845726e+01dB,-2.18213197460456e-02°)	(-8.00949629058644e+01dB,2.39881611983511e-04°)
3.22849412171220e+03	(-5.92726437878006e+01dB,-2.18716230775020e-02°)	(-8.00949629057955e+01dB,2.40434596028769e-04°)
3.23593656929585e+03	(-5.92726437910436e+01dB,-2.19220423700744e-02°)	(-8.00949629057286e+01dB,2.40988854832364e-04°)
3.24339617349306e+03	(-5.92726437943014e+01dB,-2.19725778910792e-02°)	(-8.00949629056617e+01dB,2.41544391333257e-04°)
3.25087297385391e+03	(-5.92726437975744e+01dB,-2.20232299084510e-02°)	(-8.00949629055906e+01dB,2.42101208476622e-04°)
3.25836701001965e+03	(-5.92726438008623e+01dB,-2.20739986907409e-02°)	(-8.00949629055215e+01dB,2.42659309214988e-04°)
3.26587832172292e+03	(-5.92726438041655e+01dB,-2.21248845071208e-02°)	(-8.00949629054547e+01dB,2.43218696507764e-04°)
3.27340694878794e+03	(-5.92726438074840e+01dB,-2.21758876273811e-02°)	(-8.00949629053814e+01dB,2.43779373318820e-04°)
3.28095293113075e+03	(-5.92726438108177e+01dB,-2.22270083219346e-02°)	(-8.00949629053123e+01dB,2.44341342623158e-04°)
3.28851630875939e+03	(-5.92726438141669e+01dB,-2.22782468618182e-02°)	(-8.00949629052412e+01dB,2.44904607398824e-04°)
3.29609712177413e+03	(-5.92726438175316e+01dB,-2.23296035186935e-02°)	(-8.00949629051721e+01dB,2.45469170632401e-04°)
3.30369541036770e+03	(-5.92726438209118e+01dB,-2.23810785648471e-02°)	(-8.00949629051031e+01dB,2.46035035317345e-04°)
3.31131121482547e+03	(-5.92726438243073e+01dB,-2.24326722731938e-02°)	(-8.00949629050298e+01dB,2.46602204454113e-04°)
3.31894457552566e+03	(-5.92726438277188e+01dB,-2.24843849172798e-02°)	(-8.00949629049586e+01dB,2.47170681049735e-04°)
3.32659553293960e+03	(-5.92726438311461e+01dB,-2.25362167712787e-02°)	(-8.00949629048875e+01dB,2.47740468116489e-04°)
3.33426412763190e+03	(-5.92726438345888e+01dB,-2.25881681099967e-02°)	(-8.00949629048141e+01dB,2.48311568678415e-04°)
3.34195040026069e+03	(-5.92726438380478e+01dB,-2.26402392088764e-02°)	(-8.00949629047408e+01dB,2.48883985760066e-04°)
3.34965439157783e+03	(-5.92726438415227e+01dB,-2.26924303439915e-02°)	(-8.00949629046675e+01dB,2.49457722398875e-04°)
3.35737614242909e+03	(-5.92726438450134e+01dB,-2.27447417920536e-02°)	(-8.00949629045942e+01dB,2.50032781635800e-04°)
3.36511569375445e+03	(-5.92726438485208e+01dB,-2.27971738304144e-02°)	(-8.00949629045230e+01dB,2.50609166519707e-04°)
3.37287308658823e+03	(-5.92726438520437e+01dB,-2.28497267370601e-02°)	(-8.00949629044453e+01dB,2.51186880106597e-04°)
3.38064836205936e+03	(-5.92726438555831e+01dB,-2.29024007906222e-02°)	(-8.00949629043742e+01dB,2.51765925459761e-04°)
3.38844156139157e+03	(-5.92726438591389e+01dB,-2.29551962703727e-02°)	(-8.00949629042965e+01dB,2.52346305648406e-04°)
3.39625272590363e+03	(-5.92726438627112e+01dB,-2.30081134562288e-02°)	(-8.00949629042253e+01dB,2.52928023749939e-04°)
3.40408189700955e+03	(-5.92726438662997e+01dB,-2.30611526287487e-02°)	(-8.00949629041477e+01dB,2.53511082849248e-04°)
3.41192911621882e+03	(-5.92726438699051e+01dB,-2.31143140691430e-02°)	(-8.00949629040722e+01dB,2.54095486036948e-04°)
3.41979442513663e+03	(-5.92726438735271e+01dB,-2.31675980592672e-02°)	(-8.00949629039967e+01dB,2.54681236411569e-04°)
3.42767786546404e+03	(-5.92726438771658e+01dB,-2.32210048816276e-02°)	(-8.00949629039212e+01dB,2.55268337078374e-04°)
3.43557947899828e+03	(-5.92726438808210e+01dB,-2.32745348193795e-02°)	(-8.00949629038415e+01dB,2.55856791151124e-04°)
3.44349930763292e+03	(-5.92726438844932e+01dB,-2.33281881563349e-02°)	(-8.00949629037660e+01dB,2.56446601749053e-04°)
3.45143739335809e+03	(-5.92726438881825e+01dB,-2.33819651769583e-02°)	(-8.00949629036862e+01dB,2.57037771998735e-04°)
3.45939377826075e+03	(-5.92726438918888e+01dB,-2.34358661663683e-02°)	(-8.00949629036107e+01dB,2.57630305035090e-04°)
3.46736850452485e+03	(-5.92726438956121e+01dB,-2.34898914103420e-02°)	(-8.00949629035309e+01dB,2.58224204000372e-04°)
3.47536161443159e+03	(-5.92726438993526e+01dB,-2.35440411953165e-02°)	(-8.00949629034533e+01dB,2.58819472042770e-04°)
3.48337315035965e+03	(-5.92726439031104e+01dB,-2.35983158083882e-02°)	(-8.00949629033735e+01dB,2.59416112316818e-04°)
3.49140315478539e+03	(-5.92726439068857e+01dB,-2.36527155373142e-02°)	(-8.00949629032958e+01dB,2.60014127988287e-04°)
3.49945167028310e+03	(-5.92726439106784e+01dB,-2.37072406705174e-02°)	(-8.00949629032160e+01dB,2.60613522225434e-04°)
3.50751873952520e+03	(-5.92726439144882e+01dB,-2.37618914970808e-02°)	(-8.00949629031341e+01dB,2.61214298209581e-04°)
3.51560440528250e+03	(-5.92726439183160e+01dB,-2.38166683067621e-02°)	(-8.00949629030543e+01dB,2.61816459122183e-04°)
3.52370871042439e+03	(-5.92726439221614e+01dB,-2.38715713899786e-02°)	(-8.00949629029766e+01dB,2.62420008158287e-04°)
3.53183169791909e+03	(-5.92726439260245e+01dB,-2.39266010378215e-02°)	(-8.00949629028947e+01dB,2.63024948516274e-04°)
3.53997341083387e+03	(-5.92726439299055e+01dB,-2.39817575420524e-02°)	(-8.00949629028127e+01dB,2.63631283403867e-04°)
3.54813389233527e+03	(-5.92726439338044e+01dB,-2.40370411951054e-02°)	(-8.00949629027308e+01dB,2.64239016035324e-04°)
3.55631318568937e+03	(-5.92726439377211e+01dB,-2.40924522900858e-02°)	(-8.00949629026488e+01dB,2.64848149636275e-04°)
3.56451133426196e+03	(-5.92726439416560e+01dB,-2.41479911207802e-02°)	(-8.00949629025647e+01dB,2.65458687431500e-04°)
3.57272838151880e+03	(-5.92726439456090e+01dB,-2.42036579816482e-02°)	(-8.00949629024806e+01dB,2.66070632660022e-04°)
3.58096437102587e+03	(-5.92726439495804e+01dB,-2.42594531678298e-02°)	(-8.00949629023986e+01dB,2.66683988567534e-04°)
3.58921934644956e+03	(-5.92726439535701e+01dB,-2.43153769751452e-02°)	(-8.00949629023145e+01dB,2.67298758403449e-04°)
3.59749335155693e+03	(-5.92726439575782e+01dB,-2.43714297000963e-02°)	(-8.00949629022326e+01dB,2.67914945429600e-04°)
3.60578643021593e+03	(-5.92726439616046e+01dB,-2.44276116398676e-02°)	(-8.00949629021463e+01dB,2.68532552910626e-04°)
3.61409862639564e+03	(-5.92726439656499e+01dB,-2.44839230923307e-02°)	(-8.00949629020622e+01dB,2.69151584122930e-04°)
3.62242998416649e+03	(-5.92726439697136e+01dB,-2.45403643560423e-02°)	(-8.00949629019759e+01dB,2.69772042347687e-04°)
3.63078054770052e+03	(-5.92726439737964e+01dB,-2.45969357302492e-02°)	(-8.00949629018918e+01dB,2.70393930873781e-04°)
3.63915036127157e+03	(-5.92726439778976e+01dB,-2.46536375148837e-02°)	(-8.00949629018034e+01dB,2.71017253000745e-04°)
3.64753946925558e+03	(-5.92726439820181e+01dB,-2.47104700105762e-02°)	(-8.00949629017193e+01dB,2.71642012030539e-04°)
3.65594791613075e+03	(-5.92726439861577e+01dB,-2.47674335186438e-02°)	(-8.00949629016308e+01dB,2.72268211277132e-04°)
3.66437574647783e+03	(-5.92726439903159e+01dB,-2.48245283411003e-02°)	(-8.00949629015424e+01dB,2.72895854060780e-04°)
3.67282300498034e+03	(-5.92726439944934e+01dB,-2.48817547806579e-02°)	(-8.00949629014540e+01dB,2.73524943709051e-04°)
3.68128973642481e+03	(-5.92726439986904e+01dB,-2.49391131407258e-02°)	(-8.00949629013656e+01dB,2.74155483555397e-04°)
3.68977598570100e+03	(-5.92726440029067e+01dB,-2.49966037254098e-02°)	(-8.00949629012771e+01dB,2.74787476944638e-04°)
3.69828179780216e+03	(-5.92726440071426e+01dB,-2.50542268395191e-02°)	(-8.00949629011887e+01dB,2.75420927228652e-04°)
3.70680721782525e+03	(-5.92726440113979e+01dB,-2.51119827885661e-02°)	(-8.00949629010981e+01dB,2.76055837762778e-04°)
3.71535229097122e+03	(-5.92726440156729e+01dB,-2.51698718787660e-02°)	(-8.00949629010097e+01dB,2.76692211915499e-04°)
3.72391706254517e+03	(-5.92726440199677e+01dB,-2.52278944170400e-02°)	(-8.00949629009191e+01dB,2.77330053060904e-04°)
3.73250157795669e+03	(-5.92726440242822e+01dB,-2.52860507110174e-02°)	(-8.00949629008285e+01dB,2.77969364579170e-04°)
3.74110588272002e+03	(-5.92726440286168e+01dB,-2.53443410690376e-02°)	(-8.00949629007401e+01dB,2.78610149861844e-04°)
3.74973002245432e+03	(-5.92726440329712e+01dB,-2.54027658001480e-02°)	(-8.00949629006452e+01dB,2.79252412303658e-04°)
3.75837404288393e+03	(-5.92726440373459e+01dB,-2.54613252141114e-02°)	(-8.00949629005546e+01dB,2.79896155312508e-04°)
3.76703798983857e+03	(-5.92726440417406e+01dB,-2.55200196214026e-02°)	(-8.00949629004641e+01dB,2.80541382300516e-04°)
3.77572190925364e+03	(-5.92726440461556e+01dB,-2.55788493332140e-02°)	(-8.00949629003692e+01dB,2.81188096687251e-04°)
3.78442584717041e+03	(-5.92726440505909e+01dB,-2.56378146614525e-02°)	(-8.00949629002764e+01dB,2.81836301903606e-04°)
3.79314984973630e+03	(-5.92726440550469e+01dB,-2.56969159187483e-02°)	(-8.00949629001837e+01dB,2.82486001384121e-04°)
3.80189396320509e+03	(-5.92726440595234e+01dB,-2.57561534184478e-02°)	(-8.00949629000909e+01dB,2.83137198576338e-04°)
3.81065823393721e+03	(-5.92726440640206e+01dB,-2.58155274746225e-02°)	(-8.00949628999960e+01dB,2.83789896928912e-04°)
3.81944270839994e+03	(-5.92726440685385e+01dB,-2.58750384020672e-02°)	(-8.00949628999012e+01dB,2.84444099905532e-04°)
3.82824743316770e+03	(-5.92726440730771e+01dB,-2.59346865163011e-02°)	(-8.00949628998041e+01dB,2.85099810974060e-04°)
3.83707245492226e+03	(-5.92726440776371e+01dB,-2.59944721335744e-02°)	(-8.00949628997114e+01dB,2.85757033610877e-04°)
3.84591782045301e+03	(-5.92726440822174e+01dB,-2.60543955708608e-02°)	(-8.00949628996122e+01dB,2.86415771299636e-04°)
3.85478357665719e+03	(-5.92726440868196e+01dB,-2.61144571458713e-02°)	(-8.00949628995151e+01dB,2.87076027532472e-04°)
3.86366977054016e+03	(-5.92726440914426e+01dB,-2.61746571770425e-02°)	(-8.00949628994181e+01dB,2.87737805812534e-04°)
3.87257644921564e+03	(-5.92726440960871e+01dB,-2.62349959835503e-02°)	(-8.00949628993210e+01dB,2.88401109646572e-04°)
3.88150365990595e+03	(-5.92726441007530e+01dB,-2.62954738853037e-02°)	(-8.00949628992240e+01dB,2.89065942551136e-04°)
3.89045144994227e+03	(-5.92726441054406e+01dB,-2.63560912029502e-02°)	(-8.00949628991269e+01dB,2.89732308052581e-04°)
3.89941986676489e+03	(-5.92726441101496e+01dB,-2.64168482578755e-02°)	(-8.00949628990277e+01dB,2.90400209682675e-04°)
3.90840895792348e+03	(-5.92726441148801e+01dB,-2.64777453722069e-02°)	(-8.00949628989263e+01dB,2.91069650982672e-04°)
