time,original,q2_14,q4_12,add,sub,mul
0.084042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.084062,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.084083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.084104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.084125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.084146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.084167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.084187,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.084208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.084229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.084250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.084271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.084292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.084312,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.084333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.084354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.084375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.084396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.084417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.084437,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.084458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.084479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.084500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.084521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.084542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.084562,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.084583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.084604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.084625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.084646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.084667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.084687,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.084708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.084729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.084750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.084771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.084792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.084812,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.084833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.084854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.084875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.084896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.084917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.084937,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.084958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.084979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.085000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.085042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.085062,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.085083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.085104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.085125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.085146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.085167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.085187,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.085208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.085229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.085250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.085271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.085292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.085312,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.085333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.085354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.085375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.085396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.085417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.085437,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.085458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.085479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.085500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.085542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.085562,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.085583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.085604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.085625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.085646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.085667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.085687,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.085708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.085729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.085750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.085771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.085792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.085812,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.085833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.085854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.085875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.085896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.085917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.085938,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.085958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.085979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.086000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.086021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.086042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.086063,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.086083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.086104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.086125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.086146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.086167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.086188,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.086208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.086229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.086250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.086271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.086292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.086313,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.086333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.086354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.086375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.086396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.086417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.086438,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.086458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.086479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.086500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.086521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.086542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.086563,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.086583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.086604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.086625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.086646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.086667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.086688,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.086708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.086729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.086750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.086771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.086792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.086813,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.086833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.086854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.086875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.086896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.086917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.086938,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.086958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.086979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.087000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.087021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.087042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.087063,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.087083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.087104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.087125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.087146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.087167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.087188,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.087208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.087229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.087250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.087271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.087292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.087313,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.087333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.087354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.087375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.087396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.087417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.087438,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.087458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.087479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.087500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.087521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.087542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.087563,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.087583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.087604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.087625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.087646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.087667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.087688,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.087708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.087729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.087750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.087771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.087792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.087813,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.087833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.087854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.087875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.087896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.087917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.087938,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.087958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.087979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.088000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.088021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.088042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.088063,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.088083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.088104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.088125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.088146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.088167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.088188,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.088208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.088229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.088250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.088271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.088292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.088313,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.088333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.088354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.088375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.088396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.088417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.088438,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.088458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.088479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.088500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.088521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.088542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.088563,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.088583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.088604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.088625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.088646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.088667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.088688,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.088708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.088729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.088750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.088771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.088792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.088813,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.088833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.088854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.088875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.088896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.088917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.088938,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.088958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.088979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.089000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.089021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.089042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.089063,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.089083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.089104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.089125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.089146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.089167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.089188,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.089208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.089229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.089250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.089271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.089292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.089313,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.089333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.089354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.089375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.089396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.089417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.089438,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.089458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.089479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.089500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.089521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.089542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.089563,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.089583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.089604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.089625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.089646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.089667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.089688,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.089708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.089729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.089750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.089771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.089792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.089813,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.089833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.089854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.089875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.089896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.089917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.089938,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.089958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.089979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.090000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.090042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.090063,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.090083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.090104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.090125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.090146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.090167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.090188,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.090208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.090229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.090250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.090271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.090292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.090313,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.090333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.090354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.090375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.090396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.090417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.090438,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.090458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.090479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.090500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.090542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.090563,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.090583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.090604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.090625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.090646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.090667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.090688,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.090708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.090729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.090750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.090771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.090792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.090813,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.090833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.090854,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.090875,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.090896,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.090917,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.090938,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.090958,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.090979,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.091000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.091021,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.091042,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.091063,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.091083,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.091104,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.091125,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.091146,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.091167,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.091188,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.091208,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.091229,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.091250,2.000000,1.999939,2.000000,3.999939,-0.000061,3.999878
0.091271,1.982890,1.982910,1.982910,3.965820,0.000000,3.931933
0.091292,1.931852,1.931824,1.931885,3.863708,-0.000061,3.732061
0.091313,1.847759,1.847778,1.847656,3.695435,0.000122,3.414059
0.091333,1.732051,1.732056,1.731934,3.463989,0.000122,2.999805
0.091354,1.586707,1.586731,1.586670,3.173401,0.000061,2.517618
0.091375,1.414214,1.414185,1.414307,2.828491,-0.000122,2.000091
0.091396,1.217523,1.217529,1.217529,2.435059,0.000000,1.482378
0.091417,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000
0.091438,0.765367,0.765381,0.765381,1.530762,0.000000,0.585808
0.091458,0.517638,0.517639,0.517578,1.035217,0.000061,0.267919
0.091479,0.261052,0.261047,0.260986,0.522034,0.000061,0.068130
0.091500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.091521,-0.261052,-0.261047,-0.260986,-0.522034,-0.000061,0.068130
0.091542,-0.517638,-0.517639,-0.517578,-1.035217,-0.000061,0.267919
0.091563,-0.765367,-0.765381,-0.765381,-1.530762,0.000000,0.585808
0.091583,-1.000000,-1.000000,-1.000000,-2.000000,0.000000,1.000000
0.091604,-1.217523,-1.217529,-1.217529,-2.435059,0.000000,1.482378
0.091625,-1.414214,-1.414185,-1.414307,-2.828491,0.000122,2.000091
0.091646,-1.586707,-1.586731,-1.586670,-3.173401,-0.000061,2.517618
0.091667,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
0.091688,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.091708,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.091729,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.091750,-2.000000,-2.000000,-2.000000,-4.000000,0.000000,4.000000
0.091771,-1.982890,-1.982910,-1.982910,-3.965820,0.000000,3.931933
0.091792,-1.931852,-1.931824,-1.931885,-3.863708,0.000061,3.732061
0.091813,-1.847759,-1.847778,-1.847656,-3.695435,-0.000122,3.414059
0.091833,-1.732051,-1.732056,-1.731934,-3.463989,-0.000122,2.999805
