time,original,quantized,error
0.2799375000,-0.7653668647,-0.7500000000,-0.0153668647
0.2799583333,-0.5176380902,-0.5000000000,-0.0176380902
0.2799791667,-0.2610523844,-0.2500000000,-0.0110523844
0.2800000000,-0.0000000000,0.0000000000,-0.0000000000
0.2800208333,0.2610523844,0.2500000000,0.0110523844
0.2800416667,0.5176380902,0.5000000000,0.0176380902
0.2800625000,0.7653668647,0.7500000000,0.0153668647
0.2800833333,1.0000000000,1.0000000000,0.0000000000
0.2801041667,1.2175228580,1.1875000000,0.0300228580
0.2801250000,1.4142135624,1.4375000000,-0.0232864376
0.2801458333,1.5867066806,1.5625000000,0.0242066806
0.2801666667,1.7320508076,1.7500000000,-0.0179491924
0.2801875000,1.8477590650,1.8750000000,-0.0272409350
0.2802083333,1.9318516526,1.9375000000,-0.0056483474
0.2802291667,1.9828897227,2.0000000000,-0.0171102773
0.2802500000,2.0000000000,2.0000000000,0.0000000000
0.2802708333,1.9828897227,2.0000000000,-0.0171102773
0.2802916667,1.9318516526,1.9375000000,-0.0056483474
0.2803125000,1.8477590650,1.8750000000,-0.0272409350
0.2803333333,1.7320508076,1.7500000000,-0.0179491924
0.2803541667,1.5867066806,1.5625000000,0.0242066806
0.2803750000,1.4142135624,1.4375000000,-0.0232864376
0.2803958333,1.2175228580,1.1875000000,0.0300228580
0.2804166667,1.0000000000,1.0000000000,0.0000000000
0.2804375000,0.7653668647,0.7500000000,0.0153668647
0.2804583333,0.5176380902,0.5000000000,0.0176380902
0.2804791667,0.2610523844,0.2500000000,0.0110523844
0.2805000000,0.0000000000,0.0000000000,0.0000000000
0.2805208333,-0.2610523844,-0.2500000000,-0.0110523844
0.2805416667,-0.5176380902,-0.5000000000,-0.0176380902
0.2805625000,-0.7653668647,-0.7500000000,-0.0153668647
0.2805833333,-1.0000000000,-1.0000000000,0.0000000000
0.2806041667,-1.2175228580,-1.1875000000,-0.0300228580
0.2806250000,-1.4142135624,-1.4375000000,0.0232864376
0.2806458333,-1.5867066806,-1.5625000000,-0.0242066806
0.2806666667,-1.7320508076,-1.7500000000,0.0179491924
0.2806875000,-1.8477590650,-1.8750000000,0.0272409350
0.2807083333,-1.9318516526,-1.9375000000,0.0056483474
0.2807291667,-1.9828897227,-2.0000000000,0.0171102773
0.2807500000,-2.0000000000,-2.0000000000,0.0000000000
0.2807708333,-1.9828897227,-2.0000000000,0.0171102773
0.2807916667,-1.9318516526,-1.9375000000,0.0056483474
0.2808125000,-1.8477590650,-1.8750000000,0.0272409350
0.2808333333,-1.7320508076,-1.7500000000,0.0179491924
0.2808541667,-1.5867066806,-1.5625000000,-0.0242066806
0.2808750000,-1.4142135624,-1.4375000000,0.0232864376
0.2808958333,-1.2175228580,-1.1875000000,-0.0300228580
0.2809166667,-1.0000000000,-1.0000000000,-0.0000000000
0.2809375000,-0.7653668647,-0.7500000000,-0.0153668647
0.2809583333,-0.5176380902,-0.5000000000,-0.0176380902
0.2809791667,-0.2610523844,-0.2500000000,-0.0110523844
0.2810000000,-0.0000000000,0.0000000000,-0.0000000000
0.2810208333,0.2610523844,0.2500000000,0.0110523844
0.2810416667,0.5176380902,0.5000000000,0.0176380902
0.2810625000,0.7653668647,0.7500000000,0.0153668647
0.2810833333,1.0000000000,1.0000000000,-0.0000000000
0.2811041667,1.2175228580,1.1875000000,0.0300228580
0.2811250000,1.4142135624,1.4375000000,-0.0232864376
0.2811458333,1.5867066806,1.5625000000,0.0242066806
0.2811666667,1.7320508076,1.7500000000,-0.0179491924
0.2811875000,1.8477590650,1.8750000000,-0.0272409350
0.2812083333,1.9318516526,1.9375000000,-0.0056483474
0.2812291667,1.9828897227,2.0000000000,-0.0171102773
0.2812500000,2.0000000000,2.0000000000,0.0000000000
0.2812708333,1.9828897227,2.0000000000,-0.0171102773
0.2812916667,1.9318516526,1.9375000000,-0.0056483474
0.2813125000,1.8477590650,1.8750000000,-0.0272409350
0.2813333333,1.7320508076,1.7500000000,-0.0179491924
0.2813541667,1.5867066806,1.5625000000,0.0242066806
0.2813750000,1.4142135624,1.4375000000,-0.0232864376
0.2813958333,1.2175228580,1.1875000000,0.0300228580
0.2814166667,1.0000000000,1.0000000000,0.0000000000
0.2814375000,0.7653668647,0.7500000000,0.0153668647
0.2814583333,0.5176380902,0.5000000000,0.0176380902
0.2814791667,0.2610523844,0.2500000000,0.0110523844
0.2815000000,0.0000000000,0.0000000000,0.0000000000
0.2815208333,-0.2610523844,-0.2500000000,-0.0110523844
0.2815416667,-0.5176380902,-0.5000000000,-0.0176380902
0.2815625000,-0.7653668647,-0.7500000000,-0.0153668647
0.2815833333,-1.0000000000,-1.0000000000,0.0000000000
0.2816041667,-1.2175228580,-1.1875000000,-0.0300228580
0.2816250000,-1.4142135624,-1.4375000000,0.0232864376
0.2816458333,-1.5867066806,-1.5625000000,-0.0242066806
0.2816666667,-1.7320508076,-1.7500000000,0.0179491924
0.2816875000,-1.8477590650,-1.8750000000,0.0272409350
0.2817083333,-1.9318516526,-1.9375000000,0.0056483474
0.2817291667,-1.9828897227,-2.0000000000,0.0171102773
0.2817500000,-2.0000000000,-2.0000000000,0.0000000000
0.2817708333,-1.9828897227,-2.0000000000,0.0171102773
0.2817916667,-1.9318516526,-1.9375000000,0.0056483474
0.2818125000,-1.8477590650,-1.8750000000,0.0272409350
0.2818333333,-1.7320508076,-1.7500000000,0.0179491924
0.2818541667,-1.5867066806,-1.5625000000,-0.0242066806
0.2818750000,-1.4142135624,-1.4375000000,0.0232864376
0.2818958333,-1.2175228580,-1.1875000000,-0.0300228580
0.2819166667,-1.0000000000,-1.0000000000,-0.0000000000
0.2819375000,-0.7653668647,-0.7500000000,-0.0153668647
0.2819583333,-0.5176380902,-0.5000000000,-0.0176380902
0.2819791667,-0.2610523844,-0.2500000000,-0.0110523844
0.2820000000,-0.0000000000,0.0000000000,-0.0000000000
0.2820208333,0.2610523844,0.2500000000,0.0110523844
0.2820416667,0.5176380902,0.5000000000,0.0176380902
0.2820625000,0.7653668647,0.7500000000,0.0153668647
0.2820833333,1.0000000000,1.0000000000,-0.0000000000
0.2821041667,1.2175228580,1.1875000000,0.0300228580
0.2821250000,1.4142135624,1.4375000000,-0.0232864376
0.2821458333,1.5867066806,1.5625000000,0.0242066806
0.2821666667,1.7320508076,1.7500000000,-0.0179491924
0.2821875000,1.8477590650,1.8750000000,-0.0272409350
0.2822083333,1.9318516526,1.9375000000,-0.0056483474
0.2822291667,1.9828897227,2.0000000000,-0.0171102773
0.2822500000,2.0000000000,2.0000000000,0.0000000000
0.2822708333,1.9828897227,2.0000000000,-0.0171102773
0.2822916667,1.9318516526,1.9375000000,-0.0056483474
0.2823125000,1.8477590650,1.8750000000,-0.0272409350
0.2823333333,1.7320508076,1.7500000000,-0.0179491924
0.2823541667,1.5867066806,1.5625000000,0.0242066806
0.2823750000,1.4142135624,1.4375000000,-0.0232864376
0.2823958333,1.2175228580,1.1875000000,0.0300228580
0.2824166667,1.0000000000,1.0000000000,0.0000000000
0.2824375000,0.7653668647,0.7500000000,0.0153668647
0.2824583333,0.5176380902,0.5000000000,0.0176380902
0.2824791667,0.2610523844,0.2500000000,0.0110523844
0.2825000000,0.0000000000,0.0000000000,0.0000000000
0.2825208333,-0.2610523844,-0.2500000000,-0.0110523844
0.2825416667,-0.5176380902,-0.5000000000,-0.0176380902
0.2825625000,-0.7653668647,-0.7500000000,-0.0153668647
0.2825833333,-1.0000000000,-1.0000000000,0.0000000000
0.2826041667,-1.2175228580,-1.1875000000,-0.0300228580
0.2826250000,-1.4142135624,-1.4375000000,0.0232864376
0.2826458333,-1.5867066806,-1.5625000000,-0.0242066806
0.2826666667,-1.7320508076,-1.7500000000,0.0179491924
0.2826875000,-1.8477590650,-1.8750000000,0.0272409350
0.2827083333,-1.9318516526,-1.9375000000,0.0056483474
0.2827291667,-1.9828897227,-2.0000000000,0.0171102773
0.2827500000,-2.0000000000,-2.0000000000,0.0000000000
0.2827708333,-1.9828897227,-2.0000000000,0.0171102773
0.2827916667,-1.9318516526,-1.9375000000,0.0056483474
0.2828125000,-1.8477590650,-1.8750000000,0.0272409350
0.2828333333,-1.7320508076,-1.7500000000,0.0179491924
0.2828541667,-1.5867066806,-1.5625000000,-0.0242066806
0.2828750000,-1.4142135624,-1.4375000000,0.0232864376
0.2828958333,-1.2175228580,-1.1875000000,-0.0300228580
0.2829166667,-1.0000000000,-1.0000000000,-0.0000000000
0.2829375000,-0.7653668647,-0.7500000000,-0.0153668647
0.2829583333,-0.5176380902,-0.5000000000,-0.0176380902
0.2829791667,-0.2610523844,-0.2500000000,-0.0110523844
0.2830000000,-0.0000000000,0.0000000000,-0.0000000000
0.2830208333,0.2610523844,0.2500000000,0.0110523844
0.2830416667,0.5176380902,0.5000000000,0.0176380902
0.2830625000,0.7653668647,0.7500000000,0.0153668647
0.2830833333,1.0000000000,1.0000000000,-0.0000000000
0.2831041667,1.2175228580,1.1875000000,0.0300228580
0.2831250000,1.4142135624,1.4375000000,-0.0232864376
0.2831458333,1.5867066806,1.5625000000,0.0242066806
0.2831666667,1.7320508076,1.7500000000,-0.0179491924
