time,original,quantized,error
0.6291041667,1.2175228580,1.1875000000,0.0300228580
0.6291250000,1.4142135624,1.4375000000,-0.0232864376
0.6291458333,1.5867066806,1.5625000000,0.0242066806
0.6291666667,1.7320508076,1.7500000000,-0.0179491924
0.6291875000,1.8477590650,1.8750000000,-0.0272409350
0.6292083333,1.9318516526,1.9375000000,-0.0056483474
0.6292291667,1.9828897227,2.0000000000,-0.0171102773
0.6292500000,2.0000000000,2.0000000000,0.0000000000
0.6292708333,1.9828897227,2.0000000000,-0.0171102773
0.6292916667,1.9318516526,1.9375000000,-0.0056483474
0.6293125000,1.8477590650,1.8750000000,-0.0272409350
0.6293333333,1.7320508076,1.7500000000,-0.0179491924
0.6293541667,1.5867066806,1.5625000000,0.0242066806
0.6293750000,1.4142135624,1.4375000000,-0.0232864376
0.6293958333,1.2175228580,1.1875000000,0.0300228580
0.6294166667,1.0000000000,1.0000000000,0.0000000000
0.6294375000,0.7653668647,0.7500000000,0.0153668647
0.6294583333,0.5176380902,0.5000000000,0.0176380902
0.6294791667,0.2610523844,0.2500000000,0.0110523844
0.6295000000,0.0000000000,0.0000000000,0.0000000000
0.6295208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6295416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6295625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6295833333,-1.0000000000,-1.0000000000,0.0000000000
0.6296041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6296250000,-1.4142135624,-1.4375000000,0.0232864376
0.6296458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6296666667,-1.7320508076,-1.7500000000,0.0179491924
0.6296875000,-1.8477590650,-1.8750000000,0.0272409350
0.6297083333,-1.9318516526,-1.9375000000,0.0056483474
0.6297291667,-1.9828897227,-2.0000000000,0.0171102773
0.6297500000,-2.0000000000,-2.0000000000,0.0000000000
0.6297708333,-1.9828897227,-2.0000000000,0.0171102773
0.6297916667,-1.9318516526,-1.9375000000,0.0056483474
0.6298125000,-1.8477590650,-1.8750000000,0.0272409350
0.6298333333,-1.7320508076,-1.7500000000,0.0179491924
0.6298541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6298750000,-1.4142135624,-1.4375000000,0.0232864376
0.6298958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6299166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6299375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6299583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6299791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6300000000,-0.0000000000,0.0000000000,-0.0000000000
0.6300208333,0.2610523844,0.2500000000,0.0110523844
0.6300416667,0.5176380902,0.5000000000,0.0176380902
0.6300625000,0.7653668647,0.7500000000,0.0153668647
0.6300833333,1.0000000000,1.0000000000,-0.0000000000
0.6301041667,1.2175228580,1.1875000000,0.0300228580
0.6301250000,1.4142135624,1.4375000000,-0.0232864376
0.6301458333,1.5867066806,1.5625000000,0.0242066806
0.6301666667,1.7320508076,1.7500000000,-0.0179491924
0.6301875000,1.8477590650,1.8750000000,-0.0272409350
0.6302083333,1.9318516526,1.9375000000,-0.0056483474
0.6302291667,1.9828897227,2.0000000000,-0.0171102773
0.6302500000,2.0000000000,2.0000000000,0.0000000000
0.6302708333,1.9828897227,2.0000000000,-0.0171102773
0.6302916667,1.9318516526,1.9375000000,-0.0056483474
0.6303125000,1.8477590650,1.8750000000,-0.0272409350
0.6303333333,1.7320508076,1.7500000000,-0.0179491924
0.6303541667,1.5867066806,1.5625000000,0.0242066806
0.6303750000,1.4142135624,1.4375000000,-0.0232864376
0.6303958333,1.2175228580,1.1875000000,0.0300228580
0.6304166667,1.0000000000,1.0000000000,0.0000000000
0.6304375000,0.7653668647,0.7500000000,0.0153668647
0.6304583333,0.5176380902,0.5000000000,0.0176380902
0.6304791667,0.2610523844,0.2500000000,0.0110523844
0.6305000000,0.0000000000,0.0000000000,0.0000000000
0.6305208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6305416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6305625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6305833333,-1.0000000000,-1.0000000000,0.0000000000
0.6306041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6306250000,-1.4142135624,-1.4375000000,0.0232864376
0.6306458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6306666667,-1.7320508076,-1.7500000000,0.0179491924
0.6306875000,-1.8477590650,-1.8750000000,0.0272409350
0.6307083333,-1.9318516526,-1.9375000000,0.0056483474
0.6307291667,-1.9828897227,-2.0000000000,0.0171102773
0.6307500000,-2.0000000000,-2.0000000000,0.0000000000
0.6307708333,-1.9828897227,-2.0000000000,0.0171102773
0.6307916667,-1.9318516526,-1.9375000000,0.0056483474
0.6308125000,-1.8477590650,-1.8750000000,0.0272409350
0.6308333333,-1.7320508076,-1.7500000000,0.0179491924
0.6308541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6308750000,-1.4142135624,-1.4375000000,0.0232864376
0.6308958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6309166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6309375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6309583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6309791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6310000000,-0.0000000000,0.0000000000,-0.0000000000
0.6310208333,0.2610523844,0.2500000000,0.0110523844
0.6310416667,0.5176380902,0.5000000000,0.0176380902
0.6310625000,0.7653668647,0.7500000000,0.0153668647
0.6310833333,1.0000000000,1.0000000000,-0.0000000000
0.6311041667,1.2175228580,1.1875000000,0.0300228580
0.6311250000,1.4142135624,1.4375000000,-0.0232864376
0.6311458333,1.5867066806,1.5625000000,0.0242066806
0.6311666667,1.7320508076,1.7500000000,-0.0179491924
0.6311875000,1.8477590650,1.8750000000,-0.0272409350
0.6312083333,1.9318516526,1.9375000000,-0.0056483474
0.6312291667,1.9828897227,2.0000000000,-0.0171102773
0.6312500000,2.0000000000,2.0000000000,0.0000000000
0.6312708333,1.9828897227,2.0000000000,-0.0171102773
0.6312916667,1.9318516526,1.9375000000,-0.0056483474
0.6313125000,1.8477590650,1.8750000000,-0.0272409350
0.6313333333,1.7320508076,1.7500000000,-0.0179491924
0.6313541667,1.5867066806,1.5625000000,0.0242066806
0.6313750000,1.4142135624,1.4375000000,-0.0232864376
0.6313958333,1.2175228580,1.1875000000,0.0300228580
0.6314166667,1.0000000000,1.0000000000,0.0000000000
0.6314375000,0.7653668647,0.7500000000,0.0153668647
0.6314583333,0.5176380902,0.5000000000,0.0176380902
0.6314791667,0.2610523844,0.2500000000,0.0110523844
0.6315000000,0.0000000000,0.0000000000,0.0000000000
0.6315208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6315416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6315625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6315833333,-1.0000000000,-1.0000000000,0.0000000000
0.6316041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6316250000,-1.4142135624,-1.4375000000,0.0232864376
0.6316458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6316666667,-1.7320508076,-1.7500000000,0.0179491924
0.6316875000,-1.8477590650,-1.8750000000,0.0272409350
0.6317083333,-1.9318516526,-1.9375000000,0.0056483474
0.6317291667,-1.9828897227,-2.0000000000,0.0171102773
0.6317500000,-2.0000000000,-2.0000000000,0.0000000000
0.6317708333,-1.9828897227,-2.0000000000,0.0171102773
0.6317916667,-1.9318516526,-1.9375000000,0.0056483474
0.6318125000,-1.8477590650,-1.8750000000,0.0272409350
0.6318333333,-1.7320508076,-1.7500000000,0.0179491924
0.6318541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6318750000,-1.4142135624,-1.4375000000,0.0232864376
0.6318958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6319166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6319375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6319583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6319791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6320000000,-0.0000000000,0.0000000000,-0.0000000000
0.6320208333,0.2610523844,0.2500000000,0.0110523844
0.6320416667,0.5176380902,0.5000000000,0.0176380902
0.6320625000,0.7653668647,0.7500000000,0.0153668647
0.6320833333,1.0000000000,1.0000000000,-0.0000000000
0.6321041667,1.2175228580,1.1875000000,0.0300228580
0.6321250000,1.4142135624,1.4375000000,-0.0232864376
0.6321458333,1.5867066806,1.5625000000,0.0242066806
0.6321666667,1.7320508076,1.7500000000,-0.0179491924
0.6321875000,1.8477590650,1.8750000000,-0.0272409350
0.6322083333,1.9318516526,1.9375000000,-0.0056483474
0.6322291667,1.9828897227,2.0000000000,-0.0171102773
0.6322500000,2.0000000000,2.0000000000,0.0000000000
0.6322708333,1.9828897227,2.0000000000,-0.0171102773
0.6322916667,1.9318516526,1.9375000000,-0.0056483474
0.6323125000,1.8477590650,1.8750000000,-0.0272409350
0.6323333333,1.7320508076,1.7500000000,-0.0179491924
0.6323541667,1.5867066806,1.5625000000,0.0242066806
0.6323750000,1.4142135624,1.4375000000,-0.0232864376
0.6323958333,1.2175228580,1.1875000000,0.0300228580
0.6324166667,1.0000000000,1.0000000000,0.0000000000
0.6324375000,0.7653668647,0.7500000000,0.0153668647
0.6324583333,0.5176380902,0.5000000000,0.0176380902
0.6324791667,0.2610523844,0.2500000000,0.0110523844
0.6325000000,0.0000000000,0.0000000000,0.0000000000
0.6325208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6325416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6325625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6325833333,-1.0000000000,-1.0000000000,0.0000000000
0.6326041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6326250000,-1.4142135624,-1.4375000000,0.0232864376
0.6326458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6326666667,-1.7320508076,-1.7500000000,0.0179491924
0.6326875000,-1.8477590650,-1.8750000000,0.0272409350
0.6327083333,-1.9318516526,-1.9375000000,0.0056483474
0.6327291667,-1.9828897227,-2.0000000000,0.0171102773
0.6327500000,-2.0000000000,-2.0000000000,0.0000000000
0.6327708333,-1.9828897227,-2.0000000000,0.0171102773
0.6327916667,-1.9318516526,-1.9375000000,0.0056483474
0.6328125000,-1.8477590650,-1.8750000000,0.0272409350
0.6328333333,-1.7320508076,-1.7500000000,0.0179491924
0.6328541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6328750000,-1.4142135624,-1.4375000000,0.0232864376
0.6328958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6329166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6329375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6329583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6329791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6330000000,-0.0000000000,0.0000000000,-0.0000000000
0.6330208333,0.2610523844,0.2500000000,0.0110523844
0.6330416667,0.5176380902,0.5000000000,0.0176380902
0.6330625000,0.7653668647,0.7500000000,0.0153668647
0.6330833333,1.0000000000,1.0000000000,-0.0000000000
0.6331041667,1.2175228580,1.1875000000,0.0300228580
0.6331250000,1.4142135624,1.4375000000,-0.0232864376
0.6331458333,1.5867066806,1.5625000000,0.0242066806
0.6331666667,1.7320508076,1.7500000000,-0.0179491924
0.6331875000,1.8477590650,1.8750000000,-0.0272409350
0.6332083333,1.9318516526,1.9375000000,-0.0056483474
0.6332291667,1.9828897227,2.0000000000,-0.0171102773
0.6332500000,2.0000000000,2.0000000000,0.0000000000
0.6332708333,1.9828897227,2.0000000000,-0.0171102773
0.6332916667,1.9318516526,1.9375000000,-0.0056483474
0.6333125000,1.8477590650,1.8750000000,-0.0272409350
0.6333333333,1.7320508076,1.7500000000,-0.0179491924
0.6333541667,1.5867066806,1.5625000000,0.0242066806
0.6333750000,1.4142135624,1.4375000000,-0.0232864376
0.6333958333,1.2175228580,1.1875000000,0.0300228580
0.6334166667,1.0000000000,1.0000000000,0.0000000000
0.6334375000,0.7653668647,0.7500000000,0.0153668647
0.6334583333,0.5176380902,0.5000000000,0.0176380902
0.6334791667,0.2610523844,0.2500000000,0.0110523844
0.6335000000,0.0000000000,0.0000000000,0.0000000000
0.6335208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6335416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6335625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6335833333,-1.0000000000,-1.0000000000,0.0000000000
0.6336041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6336250000,-1.4142135624,-1.4375000000,0.0232864376
0.6336458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6336666667,-1.7320508076,-1.7500000000,0.0179491924
0.6336875000,-1.8477590650,-1.8750000000,0.0272409350
0.6337083333,-1.9318516526,-1.9375000000,0.0056483474
0.6337291667,-1.9828897227,-2.0000000000,0.0171102773
0.6337500000,-2.0000000000,-2.0000000000,0.0000000000
0.6337708333,-1.9828897227,-2.0000000000,0.0171102773
0.6337916667,-1.9318516526,-1.9375000000,0.0056483474
0.6338125000,-1.8477590650,-1.8750000000,0.0272409350
0.6338333333,-1.7320508076,-1.7500000000,0.0179491924
0.6338541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6338750000,-1.4142135624,-1.4375000000,0.0232864376
0.6338958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6339166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6339375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6339583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6339791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6340000000,-0.0000000000,0.0000000000,-0.0000000000
0.6340208333,0.2610523844,0.2500000000,0.0110523844
0.6340416667,0.5176380902,0.5000000000,0.0176380902
0.6340625000,0.7653668647,0.7500000000,0.0153668647
0.6340833333,1.0000000000,1.0000000000,-0.0000000000
0.6341041667,1.2175228580,1.1875000000,0.0300228580
0.6341250000,1.4142135624,1.4375000000,-0.0232864376
0.6341458333,1.5867066806,1.5625000000,0.0242066806
0.6341666667,1.7320508076,1.7500000000,-0.0179491924
0.6341875000,1.8477590650,1.8750000000,-0.0272409350
0.6342083333,1.9318516526,1.9375000000,-0.0056483474
0.6342291667,1.9828897227,2.0000000000,-0.0171102773
0.6342500000,2.0000000000,2.0000000000,0.0000000000
0.6342708333,1.9828897227,2.0000000000,-0.0171102773
0.6342916667,1.9318516526,1.9375000000,-0.0056483474
0.6343125000,1.8477590650,1.8750000000,-0.0272409350
0.6343333333,1.7320508076,1.7500000000,-0.0179491924
0.6343541667,1.5867066806,1.5625000000,0.0242066806
0.6343750000,1.4142135624,1.4375000000,-0.0232864376
0.6343958333,1.2175228580,1.1875000000,0.0300228580
0.6344166667,1.0000000000,1.0000000000,0.0000000000
0.6344375000,0.7653668647,0.7500000000,0.0153668647
0.6344583333,0.5176380902,0.5000000000,0.0176380902
0.6344791667,0.2610523844,0.2500000000,0.0110523844
0.6345000000,0.0000000000,0.0000000000,0.0000000000
0.6345208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6345416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6345625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6345833333,-1.0000000000,-1.0000000000,0.0000000000
0.6346041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6346250000,-1.4142135624,-1.4375000000,0.0232864376
0.6346458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6346666667,-1.7320508076,-1.7500000000,0.0179491924
0.6346875000,-1.8477590650,-1.8750000000,0.0272409350
0.6347083333,-1.9318516526,-1.9375000000,0.0056483474
0.6347291667,-1.9828897227,-2.0000000000,0.0171102773
0.6347500000,-2.0000000000,-2.0000000000,0.0000000000
0.6347708333,-1.9828897227,-2.0000000000,0.0171102773
0.6347916667,-1.9318516526,-1.9375000000,0.0056483474
0.6348125000,-1.8477590650,-1.8750000000,0.0272409350
0.6348333333,-1.7320508076,-1.7500000000,0.0179491924
0.6348541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6348750000,-1.4142135624,-1.4375000000,0.0232864376
0.6348958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6349166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6349375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6349583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6349791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6350000000,-0.0000000000,0.0000000000,-0.0000000000
0.6350208333,0.2610523844,0.2500000000,0.0110523844
0.6350416667,0.5176380902,0.5000000000,0.0176380902
0.6350625000,0.7653668647,0.7500000000,0.0153668647
0.6350833333,1.0000000000,1.0000000000,-0.0000000000
0.6351041667,1.2175228580,1.1875000000,0.0300228580
0.6351250000,1.4142135624,1.4375000000,-0.0232864376
0.6351458333,1.5867066806,1.5625000000,0.0242066806
0.6351666667,1.7320508076,1.7500000000,-0.0179491924
0.6351875000,1.8477590650,1.8750000000,-0.0272409350
0.6352083333,1.9318516526,1.9375000000,-0.0056483474
0.6352291667,1.9828897227,2.0000000000,-0.0171102773
0.6352500000,2.0000000000,2.0000000000,0.0000000000
0.6352708333,1.9828897227,2.0000000000,-0.0171102773
0.6352916667,1.9318516526,1.9375000000,-0.0056483474
0.6353125000,1.8477590650,1.8750000000,-0.0272409350
0.6353333333,1.7320508076,1.7500000000,-0.0179491924
0.6353541667,1.5867066806,1.5625000000,0.0242066806
0.6353750000,1.4142135624,1.4375000000,-0.0232864376
0.6353958333,1.2175228580,1.1875000000,0.0300228580
0.6354166667,1.0000000000,1.0000000000,0.0000000000
0.6354375000,0.7653668647,0.7500000000,0.0153668647
0.6354583333,0.5176380902,0.5000000000,0.0176380902
0.6354791667,0.2610523844,0.2500000000,0.0110523844
0.6355000000,0.0000000000,0.0000000000,0.0000000000
0.6355208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6355416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6355625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6355833333,-1.0000000000,-1.0000000000,0.0000000000
0.6356041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6356250000,-1.4142135624,-1.4375000000,0.0232864376
0.6356458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6356666667,-1.7320508076,-1.7500000000,0.0179491924
0.6356875000,-1.8477590650,-1.8750000000,0.0272409350
0.6357083333,-1.9318516526,-1.9375000000,0.0056483474
0.6357291667,-1.9828897227,-2.0000000000,0.0171102773
0.6357500000,-2.0000000000,-2.0000000000,0.0000000000
0.6357708333,-1.9828897227,-2.0000000000,0.0171102773
0.6357916667,-1.9318516526,-1.9375000000,0.0056483474
0.6358125000,-1.8477590650,-1.8750000000,0.0272409350
0.6358333333,-1.7320508076,-1.7500000000,0.0179491924
0.6358541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6358750000,-1.4142135624,-1.4375000000,0.0232864376
0.6358958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6359166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6359375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6359583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6359791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6360000000,-0.0000000000,0.0000000000,-0.0000000000
0.6360208333,0.2610523844,0.2500000000,0.0110523844
0.6360416667,0.5176380902,0.5000000000,0.0176380902
0.6360625000,0.7653668647,0.7500000000,0.0153668647
0.6360833333,1.0000000000,1.0000000000,-0.0000000000
0.6361041667,1.2175228580,1.1875000000,0.0300228580
0.6361250000,1.4142135624,1.4375000000,-0.0232864376
0.6361458333,1.5867066806,1.5625000000,0.0242066806
0.6361666667,1.7320508076,1.7500000000,-0.0179491924
0.6361875000,1.8477590650,1.8750000000,-0.0272409350
0.6362083333,1.9318516526,1.9375000000,-0.0056483474
0.6362291667,1.9828897227,2.0000000000,-0.0171102773
0.6362500000,2.0000000000,2.0000000000,0.0000000000
0.6362708333,1.9828897227,2.0000000000,-0.0171102773
0.6362916667,1.9318516526,1.9375000000,-0.0056483474
0.6363125000,1.8477590650,1.8750000000,-0.0272409350
0.6363333333,1.7320508076,1.7500000000,-0.0179491924
0.6363541667,1.5867066806,1.5625000000,0.0242066806
0.6363750000,1.4142135624,1.4375000000,-0.0232864376
0.6363958333,1.2175228580,1.1875000000,0.0300228580
0.6364166667,1.0000000000,1.0000000000,0.0000000000
0.6364375000,0.7653668647,0.7500000000,0.0153668647
0.6364583333,0.5176380902,0.5000000000,0.0176380902
0.6364791667,0.2610523844,0.2500000000,0.0110523844
0.6365000000,0.0000000000,0.0000000000,0.0000000000
0.6365208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6365416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6365625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6365833333,-1.0000000000,-1.0000000000,0.0000000000
0.6366041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6366250000,-1.4142135624,-1.4375000000,0.0232864376
0.6366458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6366666667,-1.7320508076,-1.7500000000,0.0179491924
0.6366875000,-1.8477590650,-1.8750000000,0.0272409350
0.6367083333,-1.9318516526,-1.9375000000,0.0056483474
0.6367291667,-1.9828897227,-2.0000000000,0.0171102773
0.6367500000,-2.0000000000,-2.0000000000,0.0000000000
0.6367708333,-1.9828897227,-2.0000000000,0.0171102773
0.6367916667,-1.9318516526,-1.9375000000,0.0056483474
0.6368125000,-1.8477590650,-1.8750000000,0.0272409350
0.6368333333,-1.7320508076,-1.7500000000,0.0179491924
0.6368541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6368750000,-1.4142135624,-1.4375000000,0.0232864376
0.6368958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6369166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6369375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6369583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6369791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6370000000,-0.0000000000,0.0000000000,-0.0000000000
0.6370208333,0.2610523844,0.2500000000,0.0110523844
0.6370416667,0.5176380902,0.5000000000,0.0176380902
0.6370625000,0.7653668647,0.7500000000,0.0153668647
0.6370833333,1.0000000000,1.0000000000,-0.0000000000
0.6371041667,1.2175228580,1.1875000000,0.0300228580
0.6371250000,1.4142135624,1.4375000000,-0.0232864376
0.6371458333,1.5867066806,1.5625000000,0.0242066806
0.6371666667,1.7320508076,1.7500000000,-0.0179491924
0.6371875000,1.8477590650,1.8750000000,-0.0272409350
0.6372083333,1.9318516526,1.9375000000,-0.0056483474
0.6372291667,1.9828897227,2.0000000000,-0.0171102773
0.6372500000,2.0000000000,2.0000000000,0.0000000000
0.6372708333,1.9828897227,2.0000000000,-0.0171102773
0.6372916667,1.9318516526,1.9375000000,-0.0056483474
0.6373125000,1.8477590650,1.8750000000,-0.0272409350
0.6373333333,1.7320508076,1.7500000000,-0.0179491924
0.6373541667,1.5867066806,1.5625000000,0.0242066806
0.6373750000,1.4142135624,1.4375000000,-0.0232864376
0.6373958333,1.2175228580,1.1875000000,0.0300228580
0.6374166667,1.0000000000,1.0000000000,0.0000000000
0.6374375000,0.7653668647,0.7500000000,0.0153668647
0.6374583333,0.5176380902,0.5000000000,0.0176380902
0.6374791667,0.2610523844,0.2500000000,0.0110523844
0.6375000000,0.0000000000,0.0000000000,0.0000000000
0.6375208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6375416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6375625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6375833333,-1.0000000000,-1.0000000000,0.0000000000
0.6376041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6376250000,-1.4142135624,-1.4375000000,0.0232864376
0.6376458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6376666667,-1.7320508076,-1.7500000000,0.0179491924
0.6376875000,-1.8477590650,-1.8750000000,0.0272409350
0.6377083333,-1.9318516526,-1.9375000000,0.0056483474
0.6377291667,-1.9828897227,-2.0000000000,0.0171102773
0.6377500000,-2.0000000000,-2.0000000000,0.0000000000
0.6377708333,-1.9828897227,-2.0000000000,0.0171102773
0.6377916667,-1.9318516526,-1.9375000000,0.0056483474
0.6378125000,-1.8477590650,-1.8750000000,0.0272409350
0.6378333333,-1.7320508076,-1.7500000000,0.0179491924
0.6378541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6378750000,-1.4142135624,-1.4375000000,0.0232864376
0.6378958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6379166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6379375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6379583333,-0.5176380902,-0.5000000000,-0.0176380902
0.6379791667,-0.2610523844,-0.2500000000,-0.0110523844
0.6380000000,-0.0000000000,0.0000000000,-0.0000000000
0.6380208333,0.2610523844,0.2500000000,0.0110523844
0.6380416667,0.5176380902,0.5000000000,0.0176380902
0.6380625000,0.7653668647,0.7500000000,0.0153668647
0.6380833333,1.0000000000,1.0000000000,-0.0000000000
0.6381041667,1.2175228580,1.1875000000,0.0300228580
0.6381250000,1.4142135624,1.4375000000,-0.0232864376
0.6381458333,1.5867066806,1.5625000000,0.0242066806
0.6381666667,1.7320508076,1.7500000000,-0.0179491924
0.6381875000,1.8477590650,1.8750000000,-0.0272409350
0.6382083333,1.9318516526,1.9375000000,-0.0056483474
0.6382291667,1.9828897227,2.0000000000,-0.0171102773
0.6382500000,2.0000000000,2.0000000000,0.0000000000
0.6382708333,1.9828897227,2.0000000000,-0.0171102773
0.6382916667,1.9318516526,1.9375000000,-0.0056483474
0.6383125000,1.8477590650,1.8750000000,-0.0272409350
0.6383333333,1.7320508076,1.7500000000,-0.0179491924
0.6383541667,1.5867066806,1.5625000000,0.0242066806
0.6383750000,1.4142135624,1.4375000000,-0.0232864376
0.6383958333,1.2175228580,1.1875000000,0.0300228580
0.6384166667,1.0000000000,1.0000000000,0.0000000000
0.6384375000,0.7653668647,0.7500000000,0.0153668647
0.6384583333,0.5176380902,0.5000000000,0.0176380902
0.6384791667,0.2610523844,0.2500000000,0.0110523844
0.6385000000,0.0000000000,0.0000000000,0.0000000000
0.6385208333,-0.2610523844,-0.2500000000,-0.0110523844
0.6385416667,-0.5176380902,-0.5000000000,-0.0176380902
0.6385625000,-0.7653668647,-0.7500000000,-0.0153668647
0.6385833333,-1.0000000000,-1.0000000000,0.0000000000
0.6386041667,-1.2175228580,-1.1875000000,-0.0300228580
0.6386250000,-1.4142135624,-1.4375000000,0.0232864376
0.6386458333,-1.5867066806,-1.5625000000,-0.0242066806
0.6386666667,-1.7320508076,-1.7500000000,0.0179491924
0.6386875000,-1.8477590650,-1.8750000000,0.0272409350
0.6387083333,-1.9318516526,-1.9375000000,0.0056483474
0.6387291667,-1.9828897227,-2.0000000000,0.0171102773
0.6387500000,-2.0000000000,-2.0000000000,0.0000000000
0.6387708333,-1.9828897227,-2.0000000000,0.0171102773
0.6387916667,-1.9318516526,-1.9375000000,0.0056483474
0.6388125000,-1.8477590650,-1.8750000000,0.0272409350
0.6388333333,-1.7320508076,-1.7500000000,0.0179491924
0.6388541667,-1.5867066806,-1.5625000000,-0.0242066806
0.6388750000,-1.4142135624,-1.4375000000,0.0232864376
0.6388958333,-1.2175228580,-1.1875000000,-0.0300228580
0.6389166667,-1.0000000000,-1.0000000000,-0.0000000000
0.6389375000,-0.7653668647,-0.7500000000,-0.0153668647
0.6389583333,-0.5176380902,-0.5000000000,-0.0176380902
